vehicle_id,owner,driver,vehicle_operator,vehicle_type_id,number_plate,fuel_type,vehicle_status
48,Owner_48,Driver_48,7,2,AB-83-AB-8048,Diesel,Under Maintenance
49,Owner_49,Driver_49,3,5,AB-78-AB-1687,Electric,Under Maintenance
50,Owner_50,Driver_50,4,3,AB-45-AB-1241,Diesel,Available
51,Owner_51,Driver_51,2,5,AB-64-AB-6645,Electric,Available
52,Owner_52,Driver_52,9,3,AB-33-AB-1860,Diesel,Available
53,Owner_53,Driver_53,4,2,AB-46-AB-2227,Petrol,Available
54,Owner_54,Driver_54,7,3,AB-35-AB-8162,Electric,In Use
55,Owner_55,Driver_55,4,3,AB-95-AB-6282,Diesel,In Use
56,Owner_56,Driver_56,3,3,AB-28-AB-9889,Diesel,Under Maintenance
57,Owner_57,Driver_57,8,1,AB-79-AB-6718,Petrol,In Use
58,Owner_58,Driver_58,1,1,AB-24-AB-8288,Diesel,In Use
59,Owner_59,Driver_59,7,2,AB-25-AB-5689,Diesel,In Use
60,Owner_60,Driver_60,5,5,AB-41-AB-3140,Electric,In Use
61,Owner_61,Driver_61,2,5,AB-40-AB-5952,Electric,Available
62,Owner_62,Driver_62,1,1,AB-10-AB-9903,Electric,Available
63,Owner_63,Driver_63,8,1,AB-97-AB-1294,Electric,Available
64,Owner_64,Driver_64,9,4,AB-42-AB-3095,Petrol,In Use
65,Owner_65,Driver_65,9,2,AB-81-AB-6794,Electric,Available
66,Owner_66,Driver_66,7,1,AB-35-AB-9961,Electric,Under Maintenance
67,Owner_67,Driver_67,5,4,AB-67-AB-9277,Diesel,Under Maintenance
68,Owner_68,Driver_68,3,3,AB-34-AB-4548,Electric,Available
69,Owner_69,Driver_69,10,4,AB-38-AB-7361,Diesel,Available
70,Owner_70,Driver_70,8,2,AB-94-AB-2198,Electric,In Use
71,Owner_71,Driver_71,2,4,AB-79-AB-2095,Electric,Under Maintenance
72,Owner_72,Driver_72,6,3,AB-53-AB-7210,Electric,Available
73,Owner_73,Driver_73,1,2,AB-86-AB-2529,Petrol,Available
74,Owner_74,Driver_74,3,4,AB-93-AB-7410,Diesel,Available
75,Owner_75,Driver_75,6,2,AB-64-AB-7897,Diesel,Under Maintenance
76,Owner_76,Driver_76,9,1,AB-12-AB-4973,Petrol,Available
77,Owner_77,Driver_77,1,4,AB-11-AB-9330,Petrol,In Use
78,Owner_78,Driver_78,1,1,AB-24-AB-9660,Petrol,Available
79,Owner_79,Driver_79,5,3,AB-94-AB-4624,Petrol,Available
80,Owner_80,Driver_80,6,5,AB-73-AB-7058,Petrol,In Use
81,Owner_81,Driver_81,5,2,AB-45-AB-7512,Diesel,In Use
82,Owner_82,Driver_82,7,1,AB-62-AB-7037,Electric,Available
83,Owner_83,Driver_83,6,2,AB-38-AB-1122,Petrol,Under Maintenance
84,Owner_84,Driver_84,8,3,AB-75-AB-8887,Electric,In Use
85,Owner_85,Driver_85,4,5,AB-98-AB-9125,Petrol,Available
86,Owner_86,Driver_86,1,2,AB-81-AB-5305,Electric,Under Maintenance
87,Owner_87,Driver_87,7,1,AB-44-AB-4055,Petrol,In Use
88,Owner_88,Driver_88,5,2,AB-65-AB-6599,Electric,Available
89,Owner_89,Driver_89,3,4,AB-15-AB-5721,Petrol,In Use
90,Owner_90,Driver_90,9,4,AB-21-AB-3160,Electric,In Use
91,Owner_91,Driver_91,2,2,AB-96-AB-5872,Diesel,In Use
92,Owner_92,Driver_92,7,5,AB-75-AB-9756,Diesel,Under Maintenance
93,Owner_93,Driver_93,10,3,AB-32-AB-4165,Diesel,In Use
94,Owner_94,Driver_94,6,3,AB-32-AB-5709,Electric,Under Maintenance
95,Owner_95,Driver_95,10,1,AB-74-AB-7279,Electric,Available
96,Owner_96,Driver_96,6,4,AB-92-AB-2945,Petrol,Available
97,Owner_97,Driver_97,10,5,AB-37-AB-4626,Petrol,Available
98,Owner_98,Driver_98,9,5,AB-78-AB-2408,Diesel,Under Maintenance
99,Owner_99,Driver_99,3,2,AB-37-AB-7682,Petrol,Available
100,Owner_100,Driver_100,10,2,AB-24-AB-9801,Petrol,Available
101,Owner_101,Driver_101,7,3,AB-84-AB-3283,Diesel,Available
102,Owner_102,Driver_102,7,2,AB-77-AB-6602,Electric,In Use
103,Owner_103,Driver_103,3,1,AB-88-AB-6451,Diesel,Available
104,Owner_104,Driver_104,9,1,AB-72-AB-4575,Petrol,Under Maintenance
105,Owner_105,Driver_105,10,5,AB-22-AB-6373,Diesel,Available
106,Owner_106,Driver_106,9,1,AB-72-AB-2502,Electric,Available
107,Owner_107,Driver_107,1,2,AB-66-AB-1091,Petrol,Available
108,Owner_108,Driver_108,1,5,AB-40-AB-5265,Petrol,Under Maintenance
109,Owner_109,Driver_109,10,5,AB-48-AB-2632,Diesel,Available
110,Owner_110,Driver_110,10,4,AB-78-AB-2631,Electric,In Use
111,Owner_111,Driver_111,8,5,AB-15-AB-4276,Petrol,Available
112,Owner_112,Driver_112,3,5,AB-85-AB-4642,Diesel,Under Maintenance
113,Owner_113,Driver_113,9,4,AB-12-AB-1807,Petrol,Under Maintenance
114,Owner_114,Driver_114,8,1,AB-32-AB-6168,Diesel,Available
115,Owner_115,Driver_115,2,3,AB-77-AB-6021,Electric,Under Maintenance
116,Owner_116,Driver_116,6,4,AB-56-AB-1775,Petrol,Available
117,Owner_117,Driver_117,4,3,AB-81-AB-5832,Diesel,In Use
118,Owner_118,Driver_118,9,1,AB-52-AB-9864,Petrol,Available
119,Owner_119,Driver_119,9,4,AB-78-AB-8362,Electric,Under Maintenance
120,Owner_120,Driver_120,6,4,AB-92-AB-1558,Petrol,Available
121,Owner_121,Driver_121,5,4,AB-43-AB-8974,Petrol,Available
122,Owner_122,Driver_122,8,4,AB-15-AB-5837,Electric,Under Maintenance
123,Owner_123,Driver_123,7,1,AB-56-AB-8320,Electric,Available
124,Owner_124,Driver_124,8,3,AB-52-AB-1594,Diesel,Available
125,Owner_125,Driver_125,4,2,AB-38-AB-1645,Electric,In Use
126,Owner_126,Driver_126,10,2,AB-75-AB-1420,Petrol,Available
127,Owner_127,Driver_127,7,3,AB-86-AB-2537,Electric,Available
128,Owner_128,Driver_128,1,1,AB-21-AB-4965,Electric,Available
129,Owner_129,Driver_129,6,3,AB-64-AB-8392,Electric,Under Maintenance
130,Owner_130,Driver_130,8,5,AB-43-AB-5045,Petrol,In Use
131,Owner_131,Driver_131,8,1,AB-26-AB-2963,Electric,Under Maintenance
132,Owner_132,Driver_132,10,1,AB-20-AB-1685,Diesel,Available
133,Owner_133,Driver_133,10,4,AB-63-AB-8807,Diesel,Available
134,Owner_134,Driver_134,6,4,AB-85-AB-8390,Petrol,Available
135,Owner_135,Driver_135,3,1,AB-36-AB-8255,Electric,Available
136,Owner_136,Driver_136,3,3,AB-38-AB-5931,Diesel,Available
137,Owner_137,Driver_137,2,2,AB-44-AB-4479,Petrol,Under Maintenance
138,Owner_138,Driver_138,5,2,AB-42-AB-6615,Petrol,In Use
139,Owner_139,Driver_139,7,4,AB-40-AB-8804,Electric,Available
140,Owner_140,Driver_140,1,1,AB-46-AB-4758,Diesel,In Use
141,Owner_141,Driver_141,5,3,AB-67-AB-1610,Petrol,In Use
142,Owner_142,Driver_142,4,2,AB-29-AB-3028,Electric,In Use
143,Owner_143,Driver_143,1,4,AB-29-AB-6345,Petrol,Under Maintenance
144,Owner_144,Driver_144,4,3,AB-29-AB-6091,Electric,In Use
145,Owner_145,Driver_145,6,4,AB-91-AB-6941,Petrol,Under Maintenance
146,Owner_146,Driver_146,6,4,AB-36-AB-8094,Petrol,Available
147,Owner_147,Driver_147,8,5,AB-83-AB-9724,Petrol,In Use
148,Owner_148,Driver_148,9,3,AB-26-AB-9425,Petrol,Under Maintenance
149,Owner_149,Driver_149,1,4,AB-23-AB-1018,Electric,Under Maintenance
150,Owner_150,Driver_150,7,1,AB-75-AB-2535,Electric,Available
151,Owner_151,Driver_151,1,5,AB-96-AB-2477,Diesel,Available
152,Owner_152,Driver_152,5,4,AB-21-AB-8919,Diesel,Available
153,Owner_153,Driver_153,2,5,AB-52-AB-6090,Diesel,Under Maintenance
154,Owner_154,Driver_154,8,3,AB-70-AB-2628,Electric,Available
155,Owner_155,Driver_155,9,3,AB-14-AB-4318,Petrol,Under Maintenance
156,Owner_156,Driver_156,5,2,AB-38-AB-3930,Petrol,In Use
157,Owner_157,Driver_157,5,4,AB-17-AB-2994,Petrol,Under Maintenance
158,Owner_158,Driver_158,3,5,AB-89-AB-3876,Diesel,Available
159,Owner_159,Driver_159,10,3,AB-34-AB-5286,Electric,Under Maintenance
160,Owner_160,Driver_160,3,2,AB-38-AB-1963,Diesel,Under Maintenance
161,Owner_161,Driver_161,2,5,AB-34-AB-5883,Diesel,In Use
162,Owner_162,Driver_162,10,4,AB-13-AB-6811,Diesel,In Use
163,Owner_163,Driver_163,9,4,AB-39-AB-8958,Petrol,Under Maintenance
164,Owner_164,Driver_164,2,2,AB-51-AB-3810,Electric,Under Maintenance
165,Owner_165,Driver_165,7,4,AB-67-AB-9915,Electric,In Use
166,Owner_166,Driver_166,5,5,AB-30-AB-7171,Petrol,In Use
167,Owner_167,Driver_167,7,4,AB-90-AB-6583,Electric,In Use
168,Owner_168,Driver_168,10,1,AB-99-AB-6107,Diesel,In Use
169,Owner_169,Driver_169,6,2,AB-36-AB-8659,Diesel,Under Maintenance
170,Owner_170,Driver_170,10,5,AB-24-AB-8934,Diesel,In Use
171,Owner_171,Driver_171,8,4,AB-51-AB-4238,Electric,Under Maintenance
172,Owner_172,Driver_172,5,2,AB-91-AB-8713,Electric,In Use
173,Owner_173,Driver_173,4,1,AB-51-AB-4665,Diesel,Available
174,Owner_174,Driver_174,6,2,AB-27-AB-9670,Diesel,Under Maintenance
175,Owner_175,Driver_175,7,1,AB-95-AB-2283,Petrol,In Use
176,Owner_176,Driver_176,9,1,AB-66-AB-8542,Petrol,In Use
177,Owner_177,Driver_177,10,1,AB-86-AB-9320,Petrol,Under Maintenance
178,Owner_178,Driver_178,5,2,AB-87-AB-5278,Electric,Under Maintenance
179,Owner_179,Driver_179,7,5,AB-80-AB-3268,Petrol,Available
180,Owner_180,Driver_180,10,1,AB-31-AB-5509,Diesel,Under Maintenance
181,Owner_181,Driver_181,6,1,AB-51-AB-3143,Diesel,Under Maintenance
182,Owner_182,Driver_182,1,4,AB-67-AB-6842,Petrol,In Use
183,Owner_183,Driver_183,3,4,AB-55-AB-9211,Petrol,In Use
184,Owner_184,Driver_184,2,1,AB-61-AB-8011,Diesel,In Use
185,Owner_185,Driver_185,5,3,AB-66-AB-4541,Electric,In Use
186,Owner_186,Driver_186,4,4,AB-96-AB-1571,Diesel,Available
187,Owner_187,Driver_187,7,2,AB-72-AB-8412,Electric,In Use
188,Owner_188,Driver_188,10,1,AB-64-AB-5192,Petrol,Available
189,Owner_189,Driver_189,1,1,AB-26-AB-4913,Diesel,Under Maintenance
190,Owner_190,Driver_190,5,3,AB-57-AB-3052,Electric,Under Maintenance
191,Owner_191,Driver_191,7,4,AB-79-AB-3233,Petrol,Available
192,Owner_192,Driver_192,2,2,AB-28-AB-3839,Electric,In Use
193,Owner_193,Driver_193,4,4,AB-70-AB-6793,Diesel,Under Maintenance
194,Owner_194,Driver_194,8,4,AB-79-AB-9891,Diesel,Available
195,Owner_195,Driver_195,6,2,AB-55-AB-3250,Diesel,Available
196,Owner_196,Driver_196,6,3,AB-42-AB-6216,Diesel,In Use
197,Owner_197,Driver_197,2,2,AB-96-AB-2891,Petrol,Under Maintenance
198,Owner_198,Driver_198,3,4,AB-34-AB-6841,Electric,Available
199,Owner_199,Driver_199,6,1,AB-94-AB-3669,Diesel,Available
200,Owner_200,Driver_200,2,2,AB-53-AB-9734,Petrol,In Use
201,Owner_201,Driver_201,1,3,AB-69-AB-6115,Diesel,Under Maintenance
202,Owner_202,Driver_202,7,5,AB-59-AB-5096,Electric,Under Maintenance
203,Owner_203,Driver_203,3,3,AB-98-AB-3136,Diesel,Available
204,Owner_204,Driver_204,9,1,AB-89-AB-9060,Petrol,In Use
205,Owner_205,Driver_205,1,2,AB-95-AB-5584,Petrol,In Use
206,Owner_206,Driver_206,1,3,AB-84-AB-7075,Diesel,In Use
207,Owner_207,Driver_207,7,4,AB-61-AB-5244,Petrol,Available
208,Owner_208,Driver_208,8,1,AB-17-AB-9675,Electric,Available
209,Owner_209,Driver_209,8,3,AB-54-AB-5347,Electric,Under Maintenance
210,Owner_210,Driver_210,10,4,AB-42-AB-1617,Diesel,Available
211,Owner_211,Driver_211,4,3,AB-18-AB-8954,Diesel,Under Maintenance
212,Owner_212,Driver_212,6,3,AB-10-AB-9724,Petrol,Under Maintenance
213,Owner_213,Driver_213,3,4,AB-15-AB-8733,Petrol,Under Maintenance
214,Owner_214,Driver_214,4,5,AB-75-AB-7255,Diesel,Available
215,Owner_215,Driver_215,5,2,AB-73-AB-4169,Petrol,Available
216,Owner_216,Driver_216,10,3,AB-11-AB-4057,Diesel,Under Maintenance
217,Owner_217,Driver_217,8,3,AB-77-AB-8517,Petrol,Under Maintenance
218,Owner_218,Driver_218,3,2,AB-54-AB-5856,Electric,In Use
219,Owner_219,Driver_219,6,1,AB-69-AB-8273,Diesel,Under Maintenance
220,Owner_220,Driver_220,10,4,AB-86-AB-3647,Electric,In Use
221,Owner_221,Driver_221,4,1,AB-23-AB-5092,Electric,Under Maintenance
222,Owner_222,Driver_222,8,2,AB-41-AB-4925,Diesel,Under Maintenance
223,Owner_223,Driver_223,8,5,AB-44-AB-4154,Electric,Available
224,Owner_224,Driver_224,6,5,AB-94-AB-1854,Petrol,Under Maintenance
225,Owner_225,Driver_225,1,2,AB-20-AB-4238,Diesel,Under Maintenance
226,Owner_226,Driver_226,2,1,AB-35-AB-5980,Petrol,Under Maintenance
227,Owner_227,Driver_227,7,3,AB-52-AB-1463,Electric,Under Maintenance
228,Owner_228,Driver_228,8,1,AB-88-AB-7535,Petrol,Available
229,Owner_229,Driver_229,2,5,AB-72-AB-6774,Electric,Under Maintenance
230,Owner_230,Driver_230,7,5,AB-20-AB-8457,Diesel,Under Maintenance
231,Owner_231,Driver_231,7,5,AB-56-AB-1895,Petrol,In Use
232,Owner_232,Driver_232,10,4,AB-37-AB-1360,Petrol,Available
233,Owner_233,Driver_233,6,5,AB-73-AB-1471,Petrol,Under Maintenance
234,Owner_234,Driver_234,1,3,AB-52-AB-3594,Petrol,In Use
235,Owner_235,Driver_235,9,5,AB-93-AB-2669,Diesel,Under Maintenance
236,Owner_236,Driver_236,2,3,AB-34-AB-9281,Electric,In Use
237,Owner_237,Driver_237,5,5,AB-48-AB-6168,Diesel,Under Maintenance
238,Owner_238,Driver_238,7,3,AB-77-AB-2896,Petrol,Available
239,Owner_239,Driver_239,7,1,AB-83-AB-1328,Petrol,Under Maintenance
240,Owner_240,Driver_240,9,5,AB-75-AB-8668,Diesel,In Use
241,Owner_241,Driver_241,6,4,AB-68-AB-5925,Petrol,In Use
242,Owner_242,Driver_242,8,1,AB-51-AB-8994,Electric,In Use
243,Owner_243,Driver_243,3,3,AB-53-AB-4513,Electric,Available
244,Owner_244,Driver_244,5,5,AB-22-AB-7298,Electric,Available
245,Owner_245,Driver_245,6,5,AB-93-AB-4420,Diesel,In Use
246,Owner_246,Driver_246,3,1,AB-34-AB-5316,Petrol,Available
247,Owner_247,Driver_247,3,1,AB-47-AB-6538,Diesel,In Use
248,Owner_248,Driver_248,4,3,AB-54-AB-2758,Diesel,Under Maintenance
249,Owner_249,Driver_249,9,3,AB-25-AB-1654,Diesel,Under Maintenance
250,Owner_250,Driver_250,6,2,AB-71-AB-9342,Electric,Under Maintenance
251,Owner_251,Driver_251,5,5,AB-34-AB-5942,Petrol,In Use
252,Owner_252,Driver_252,8,1,AB-79-AB-5139,Diesel,Under Maintenance
253,Owner_253,Driver_253,8,3,AB-69-AB-5033,Electric,Available
254,Owner_254,Driver_254,9,4,AB-34-AB-8265,Petrol,In Use
255,Owner_255,Driver_255,3,1,AB-56-AB-2468,Diesel,Under Maintenance
256,Owner_256,Driver_256,1,2,AB-83-AB-1088,Electric,Under Maintenance
257,Owner_257,Driver_257,7,3,AB-71-AB-8710,Petrol,In Use
258,Owner_258,Driver_258,7,4,AB-17-AB-6440,Diesel,Available
259,Owner_259,Driver_259,1,5,AB-93-AB-5047,Electric,Under Maintenance
260,Owner_260,Driver_260,5,5,AB-39-AB-4034,Electric,Under Maintenance
261,Owner_261,Driver_261,10,2,AB-84-AB-4030,Electric,In Use
262,Owner_262,Driver_262,2,1,AB-45-AB-7809,Petrol,Available
263,Owner_263,Driver_263,8,3,AB-42-AB-6159,Petrol,Under Maintenance
264,Owner_264,Driver_264,4,1,AB-12-AB-5930,Electric,In Use
265,Owner_265,Driver_265,10,1,AB-51-AB-3615,Petrol,Under Maintenance
266,Owner_266,Driver_266,2,2,AB-49-AB-8051,Petrol,Under Maintenance
267,Owner_267,Driver_267,2,3,AB-36-AB-1930,Petrol,Available
268,Owner_268,Driver_268,1,2,AB-55-AB-8555,Electric,Available
269,Owner_269,Driver_269,7,5,AB-31-AB-8156,Petrol,Under Maintenance
270,Owner_270,Driver_270,6,3,AB-37-AB-4805,Electric,Available
271,Owner_271,Driver_271,8,5,AB-96-AB-9539,Electric,In Use
272,Owner_272,Driver_272,9,2,AB-31-AB-3206,Electric,Under Maintenance
273,Owner_273,Driver_273,5,1,AB-18-AB-9616,Electric,In Use
274,Owner_274,Driver_274,2,3,AB-83-AB-2840,Electric,Under Maintenance
275,Owner_275,Driver_275,1,2,AB-10-AB-3425,Petrol,Available
276,Owner_276,Driver_276,4,2,AB-51-AB-7260,Diesel,Under Maintenance
277,Owner_277,Driver_277,2,4,AB-81-AB-3750,Electric,Available
278,Owner_278,Driver_278,2,5,AB-76-AB-4859,Petrol,Under Maintenance
279,Owner_279,Driver_279,4,4,AB-22-AB-8571,Diesel,In Use
280,Owner_280,Driver_280,8,2,AB-86-AB-9335,Electric,In Use
281,Owner_281,Driver_281,10,1,AB-98-AB-7584,Electric,Under Maintenance
282,Owner_282,Driver_282,5,2,AB-84-AB-8388,Electric,Under Maintenance
283,Owner_283,Driver_283,2,3,AB-12-AB-4186,Petrol,Available
284,Owner_284,Driver_284,9,5,AB-32-AB-3264,Petrol,Available
285,Owner_285,Driver_285,10,1,AB-90-AB-3060,Petrol,Under Maintenance
286,Owner_286,Driver_286,9,5,AB-35-AB-5980,Petrol,Under Maintenance
287,Owner_287,Driver_287,8,3,AB-52-AB-6343,Petrol,Under Maintenance
288,Owner_288,Driver_288,6,1,AB-50-AB-4256,Diesel,In Use
289,Owner_289,Driver_289,8,3,AB-86-AB-7529,Electric,Available
290,Owner_290,Driver_290,8,3,AB-80-AB-7651,Petrol,Available
291,Owner_291,Driver_291,2,5,AB-20-AB-4551,Petrol,Available
292,Owner_292,Driver_292,8,2,AB-35-AB-7477,Petrol,Available
293,Owner_293,Driver_293,3,2,AB-77-AB-9314,Diesel,Under Maintenance
294,Owner_294,Driver_294,10,1,AB-15-AB-2083,Diesel,In Use
295,Owner_295,Driver_295,4,5,AB-55-AB-7308,Petrol,In Use
296,Owner_296,Driver_296,8,3,AB-44-AB-8969,Diesel,In Use
297,Owner_297,Driver_297,3,1,AB-85-AB-5164,Petrol,Available
298,Owner_298,Driver_298,3,3,AB-58-AB-4795,Electric,Available
299,Owner_299,Driver_299,7,4,AB-97-AB-3997,Diesel,Under Maintenance
300,Owner_300,Driver_300,8,1,AB-90-AB-3719,Diesel,Available
301,Owner_301,Driver_301,7,3,AB-45-AB-1591,Diesel,In Use
302,Owner_302,Driver_302,2,4,AB-31-AB-6270,Diesel,In Use
303,Owner_303,Driver_303,8,1,AB-86-AB-9591,Electric,Available
304,Owner_304,Driver_304,4,1,AB-32-AB-4332,Diesel,In Use
305,Owner_305,Driver_305,4,4,AB-68-AB-9812,Petrol,Available
306,Owner_306,Driver_306,7,4,AB-41-AB-5072,Electric,Under Maintenance
307,Owner_307,Driver_307,9,4,AB-28-AB-3855,Electric,Available
308,Owner_308,Driver_308,2,1,AB-37-AB-1387,Electric,In Use
309,Owner_309,Driver_309,3,2,AB-98-AB-3615,Electric,Under Maintenance
310,Owner_310,Driver_310,3,5,AB-15-AB-6598,Petrol,In Use
311,Owner_311,Driver_311,3,3,AB-25-AB-5165,Electric,Under Maintenance
312,Owner_312,Driver_312,10,4,AB-69-AB-4900,Diesel,Available
313,Owner_313,Driver_313,3,2,AB-68-AB-4485,Diesel,Available
314,Owner_314,Driver_314,8,2,AB-24-AB-7217,Diesel,Available
315,Owner_315,Driver_315,10,1,AB-54-AB-7118,Petrol,Available
316,Owner_316,Driver_316,2,1,AB-91-AB-1636,Electric,Available
317,Owner_317,Driver_317,6,1,AB-90-AB-9158,Diesel,In Use
318,Owner_318,Driver_318,4,5,AB-21-AB-6929,Petrol,Under Maintenance
319,Owner_319,Driver_319,2,2,AB-15-AB-5799,Electric,In Use
320,Owner_320,Driver_320,3,2,AB-84-AB-9450,Electric,Available
321,Owner_321,Driver_321,8,2,AB-16-AB-9393,Diesel,Available
322,Owner_322,Driver_322,1,3,AB-63-AB-5450,Electric,Under Maintenance
323,Owner_323,Driver_323,10,2,AB-74-AB-3717,Petrol,In Use
324,Owner_324,Driver_324,3,2,AB-96-AB-2650,Diesel,Under Maintenance
325,Owner_325,Driver_325,10,3,AB-82-AB-7904,Electric,Available
326,Owner_326,Driver_326,2,4,AB-43-AB-1507,Electric,Available
327,Owner_327,Driver_327,8,3,AB-64-AB-1712,Petrol,In Use
328,Owner_328,Driver_328,6,3,AB-37-AB-3483,Electric,In Use
329,Owner_329,Driver_329,2,3,AB-28-AB-1779,Electric,Available
330,Owner_330,Driver_330,5,5,AB-59-AB-8853,Electric,Under Maintenance
331,Owner_331,Driver_331,5,1,AB-49-AB-1409,Petrol,Under Maintenance
332,Owner_332,Driver_332,5,3,AB-90-AB-9835,Petrol,In Use
333,Owner_333,Driver_333,3,2,AB-63-AB-1065,Petrol,Under Maintenance
334,Owner_334,Driver_334,6,1,AB-83-AB-8193,Petrol,Under Maintenance
335,Owner_335,Driver_335,1,1,AB-25-AB-5087,Electric,Under Maintenance
336,Owner_336,Driver_336,4,4,AB-36-AB-4391,Petrol,In Use
337,Owner_337,Driver_337,3,2,AB-77-AB-3167,Electric,In Use
338,Owner_338,Driver_338,8,2,AB-87-AB-2603,Diesel,Available
339,Owner_339,Driver_339,2,2,AB-10-AB-4872,Electric,Available
340,Owner_340,Driver_340,4,2,AB-48-AB-2230,Diesel,In Use
341,Owner_341,Driver_341,8,5,AB-29-AB-1942,Electric,In Use
342,Owner_342,Driver_342,1,1,AB-80-AB-6581,Diesel,Under Maintenance
343,Owner_343,Driver_343,3,3,AB-10-AB-1578,Petrol,Available
344,Owner_344,Driver_344,4,2,AB-78-AB-5262,Diesel,In Use
345,Owner_345,Driver_345,3,3,AB-88-AB-8008,Petrol,In Use
346,Owner_346,Driver_346,10,4,AB-24-AB-4407,Diesel,In Use
347,Owner_347,Driver_347,5,4,AB-95-AB-9328,Electric,Available
348,Owner_348,Driver_348,2,2,AB-39-AB-6720,Diesel,Under Maintenance
349,Owner_349,Driver_349,1,2,AB-34-AB-8972,Diesel,In Use
350,Owner_350,Driver_350,9,3,AB-69-AB-6204,Electric,In Use
351,Owner_351,Driver_351,8,3,AB-96-AB-3140,Petrol,Under Maintenance
352,Owner_352,Driver_352,10,2,AB-11-AB-7862,Petrol,In Use
353,Owner_353,Driver_353,1,2,AB-62-AB-3070,Electric,In Use
354,Owner_354,Driver_354,5,5,AB-31-AB-4946,Diesel,Under Maintenance
355,Owner_355,Driver_355,3,2,AB-54-AB-2601,Diesel,In Use
356,Owner_356,Driver_356,3,5,AB-74-AB-5051,Petrol,Available
357,Owner_357,Driver_357,10,3,AB-50-AB-1830,Petrol,Available
358,Owner_358,Driver_358,3,5,AB-48-AB-5645,Electric,In Use
359,Owner_359,Driver_359,2,3,AB-89-AB-6139,Petrol,In Use
360,Owner_360,Driver_360,4,1,AB-51-AB-9865,Petrol,In Use
