city_id,name,center_latitude,center_longitude,radius,district,state,country,population,list_of_operators
24,Barddhaman,23.255716,87.856906,23.984337593846604,Barddhaman,West Bengal,India,3359150,"[1, 3, 4, 11, 15, 19, 20]"
25,Bareilly,28.347023,79.421934,10.583619508523919,Bareilly,Uttar Pradesh,India,6871500,"[8, 16]"
26,Belgaum,15.862643,74.508534,25.728792353150137,Belgaum,Karnataka,India,4676417,"[6, 9, 11, 12, 16, 20]"
27,Bellary,15.142049,76.92398,16.223725678082154,Bellary,Karnataka,India,11476171,"[7, 9, 15, 17, 20]"
28,Bengaluru,12.977063,77.587106,21.092328811776873,Bengaluru,Karnataka,India,5634890,"[8, 13, 14]"
29,Bhagalpur,25.244462,86.971832,12.056209779924947,Bhagalpur,Bihar,India,11043535,"[1, 7, 17, 18, 19]"
30,Bharatpur,27.215251,77.492786,28.644848981774626,Bharatpur,Rajasthan,India,12539118,"[3, 4, 11, 13, 14, 15, 16]"
31,Bharauri,27.598203,81.694709,20.346336594593957,Bharauri,Uttar Pradesh,India,5895792,"[3, 10, 14, 18]"
32,Bhatpara,22.866431,88.401129,16.22558816252644,Bhatpara,West Bengal,India,12377229,"[2, 3, 7, 13, 14, 17]"
33,Bhavnagar,21.774455,72.152496,20.83382354248626,Bhavnagar,Gujarat,India,8561349,"[3, 7, 9, 15, 18]"
34,Bhilai,21.209188,81.428497,29.991191665127424,Bhilai,Chhattisgarh,India,7800226,"[2, 4, 6, 9, 19, 20]"
35,Bhilwara,25.347071,74.640812,20.97495635057946,Bhilwara,Rajasthan,India,13500031,"[1, 5, 10, 11, 12]"
36,Bhiwandi,19.300229,73.058813,21.412834224751343,Bhiwandi,Maharashtra,India,8221024,"[3, 15, 17, 20]"
37,Bhiwani,28.793044,76.13968,16.72755217953829,Bhiwani,Haryana,India,13918108,"[6, 10, 13]"
38,Bhopal ,23.254688,77.402892,15.473869253339135,Bhopal ,Madhya Pradesh,India,13301081,"[5, 16]"
39,Bhubaneshwar,20.272411,85.833853,10.972063832917067,Bhubaneshwar,Odisha,India,5375651,"[2, 16, 17, 18]"
40,Bhuj,23.253972,69.669281,13.401338483788763,Bhuj,Gujarat,India,7909956,"[11, 18, 19]"
41,Bhusaval,21.043649,75.785058,21.59667181168586,Bhusaval,Maharashtra,India,3143014,[]
42,Bidar,17.913309,77.530105,10.006926837344913,Bidar,Karnataka,India,7866861,"[1, 7, 8]"
43,Bijapur,16.827715,75.718988,22.627196111164924,Bijapur,Karnataka,India,3710972,"[3, 4, 10, 14, 15, 16, 20]"
44,Bikaner,28.017623,73.314955,26.66269251100655,Bikaner,Rajasthan,India,1129292,"[1, 8, 9, 11, 13, 15]"
45,Bilaspur,22.080046,82.155431,10.125652808602592,Bilaspur,Chhattisgarh,India,12140966,"[1, 9, 19]"
46,Brahmapur,19.311514,84.792903,29.403370266539227,Brahmapur,Odisha,India,8608569,[]
47,Budaun,28.038114,79.126677,13.151272185315703,Budaun,Uttar Pradesh,India,14886293,"[2, 5, 10, 12, 16, 19]"
48,Bulandshahr,28.403922,77.857731,22.42314413542426,Bulandshahr,Uttar Pradesh,India,12338714,[]
49,Calicut,11.248016,75.780402,16.654101540787753,Calicut,Kerala,India,6192268,"[1, 2, 6, 8, 10, 12]"
50,Chanda,19.950758,79.295229,29.73861477102067,Chanda,Maharashtra,India,12508035,"[2, 4, 11]"
