Store_id,Operator_id,City_id,Location_latitude,Location_longitude,Contact_email,Contact_mobile,Operating_Hours,Inventory_capacity
60,7,1,19.044601045016005,72.87492146067669,store60@mumbai.com,9036801999,9 AM - 9 PM,325
61,7,1,19.040529230027047,72.85381265752491,store61@mumbai.com,9916258120,9 AM - 9 PM,303
62,7,1,19.064835005654487,72.84959587869027,store62@mumbai.com,9153433199,9 AM - 9 PM,143
63,7,1,19.052824848258272,72.92133770845747,store63@mumbai.com,9133527187,9 AM - 9 PM,223
64,7,1,19.081374415793594,72.84096034652633,store64@mumbai.com,9820409158,9 AM - 9 PM,129
65,7,1,19.018531913724605,72.84469235509484,store65@mumbai.com,9861192610,9 AM - 9 PM,292
66,7,1,19.03337224170334,72.92126330959198,store66@mumbai.com,9146485360,9 AM - 9 PM,449
67,7,1,19.102164005621734,72.86160058995084,store67@mumbai.com,9313035784,9 AM - 9 PM,94
68,7,1,19.00701468965372,72.89434829909199,store68@mumbai.com,9275652540,9 AM - 9 PM,409
69,7,1,19.11024076778186,72.93535475775944,store69@mumbai.com,9147940011,9 AM - 9 PM,252
70,7,1,19.079312657940047,72.87913512054922,store70@mumbai.com,9050437191,9 AM - 9 PM,456
71,7,1,19.047165539605018,72.8873650317863,store71@mumbai.com,9463388491,9 AM - 9 PM,246
72,7,1,19.07662437569104,72.9221894829896,store72@mumbai.com,9971615986,9 AM - 9 PM,152
73,7,1,19.072508911966324,72.9154039481819,store73@mumbai.com,9819214593,9 AM - 9 PM,258
74,7,1,19.096535567086228,72.9497026231541,store74@mumbai.com,9720783513,9 AM - 9 PM,224
75,7,1,19.026321655481972,72.86245727648257,store75@mumbai.com,9305037534,9 AM - 9 PM,247
76,7,1,19.155924577088914,72.87062213547017,store76@mumbai.com,9417748276,9 AM - 9 PM,315
77,7,1,18.99822921209467,72.8514529670541,store77@mumbai.com,9083809308,9 AM - 9 PM,384
78,7,1,19.04673397952179,72.81975664166502,store78@mumbai.com,9435312390,9 AM - 9 PM,198
79,7,1,19.079562059847557,72.9634408710418,store79@mumbai.com,9362839529,9 AM - 9 PM,490
80,7,1,19.079037275380816,72.85903222245452,store80@mumbai.com,9664567073,9 AM - 9 PM,332
81,7,1,19.009434886700806,72.93463438186217,store81@mumbai.com,9174671315,9 AM - 9 PM,209
82,7,1,19.024818644156557,72.87651519999375,store82@mumbai.com,9793919027,9 AM - 9 PM,487
83,7,1,19.11313468038306,72.88768472121781,store83@mumbai.com,9876447611,9 AM - 9 PM,149
84,7,1,19.0625977100106,72.8373522865369,store84@mumbai.com,9290740678,9 AM - 9 PM,72
85,7,1,19.099568770806613,72.86128383961845,store85@mumbai.com,9245573654,9 AM - 9 PM,185
86,7,1,19.155159483651843,72.90929584043623,store86@mumbai.com,9989775436,9 AM - 9 PM,463
87,7,1,19.095754097261953,72.83090719040658,store87@mumbai.com,9199450466,9 AM - 9 PM,417
88,7,1,19.0395630974245,72.9147561655042,store88@mumbai.com,9467546522,9 AM - 9 PM,399
89,7,1,19.00284141655445,72.91365394693983,store89@mumbai.com,9735457389,9 AM - 9 PM,358
90,7,1,19.093952097643577,72.84239757230287,store90@mumbai.com,9893377673,9 AM - 9 PM,381
91,7,1,19.118716521780534,72.93052576565093,store91@mumbai.com,9878008588,9 AM - 9 PM,56
92,7,1,19.129126256690743,72.8804606568369,store92@mumbai.com,9037744120,9 AM - 9 PM,461
93,7,1,19.069747214592365,72.88846123680801,store93@mumbai.com,9431324536,9 AM - 9 PM,300
94,7,1,19.073144187534833,72.88981659005927,store94@mumbai.com,9343251580,9 AM - 9 PM,68
95,7,1,19.107708705932797,72.86316399856894,store95@mumbai.com,9155711519,9 AM - 9 PM,52
96,7,1,19.119824918731233,72.89303808623008,store96@mumbai.com,9304042635,9 AM - 9 PM,122
97,7,1,19.072951026887225,72.79588861182935,store97@mumbai.com,9966077309,9 AM - 9 PM,302
98,7,1,18.996734968842897,72.88033877740928,store98@mumbai.com,9639415540,9 AM - 9 PM,268
99,7,1,19.067629710078553,72.92666496272051,store99@mumbai.com,9002006789,9 AM - 9 PM,237
100,7,1,19.06678090313227,72.85946256737921,store100@mumbai.com,9837390306,9 AM - 9 PM,178
101,2,2,28.734287100134008,77.1482500022977,store101@delhi.com,9333346665,9 AM - 9 PM,359
102,2,2,28.766738983537028,77.13665313917492,store102@delhi.com,9193739558,9 AM - 9 PM,66
103,2,2,28.772519321461623,77.2295003435595,store103@delhi.com,9588385294,9 AM - 9 PM,187
104,2,2,28.700765131410844,77.09119402994936,store104@delhi.com,9610288306,9 AM - 9 PM,101
105,2,2,28.665091434744873,77.23198390414247,store105@delhi.com,9649223480,9 AM - 9 PM,73
106,2,2,28.65334415506483,77.04150379802586,store106@delhi.com,9629387960,9 AM - 9 PM,70
107,2,2,28.705472761660367,77.08359814962381,store107@delhi.com,9855660247,9 AM - 9 PM,254
108,2,2,28.745315008764628,77.08037665987347,store108@delhi.com,9617752497,9 AM - 9 PM,268
109,2,2,28.628753986531507,77.1100954658957,store109@delhi.com,9198398101,9 AM - 9 PM,433
110,2,2,28.588968568397338,77.07037038845716,store110@delhi.com,9253276039,9 AM - 9 PM,374
111,2,2,28.69527551496643,77.2004506771205,store111@delhi.com,9822251606,9 AM - 9 PM,247
112,2,2,28.80471412360823,77.05634587162825,store112@delhi.com,9141679987,9 AM - 9 PM,471
113,2,2,28.73727153569277,77.11921295476337,store113@delhi.com,9672817771,9 AM - 9 PM,412
114,2,2,28.68183768652714,77.18849187628973,store114@delhi.com,9964683041,9 AM - 9 PM,316
115,2,2,28.706327881762096,77.10527592942971,store115@delhi.com,9267003215,9 AM - 9 PM,273
116,2,2,28.71664739719194,77.1501150767924,store116@delhi.com,9899032347,9 AM - 9 PM,310
117,2,2,28.713956922661104,77.09026273633441,store117@delhi.com,9322724384,9 AM - 9 PM,173
118,2,2,28.65392351763205,77.11939708860662,store118@delhi.com,9328372514,9 AM - 9 PM,302
119,2,2,28.707526527449513,77.10516883320659,store119@delhi.com,9454883601,9 AM - 9 PM,475
120,2,2,28.700456546923075,77.11996719525773,store120@delhi.com,9178970327,9 AM - 9 PM,390
121,2,2,28.71406664120341,77.22135403228101,store121@delhi.com,9942923062,9 AM - 9 PM,364
122,2,2,28.657334075311148,77.20762154672094,store122@delhi.com,9918741471,9 AM - 9 PM,292
123,2,2,28.642804655191853,77.14076342018315,store123@delhi.com,9738641662,9 AM - 9 PM,247
124,2,2,28.69785253289845,77.08441347143,store124@delhi.com,9886928214,9 AM - 9 PM,101
125,2,2,28.710065356776717,77.0797458264869,store125@delhi.com,9729007617,9 AM - 9 PM,141
126,2,2,28.670901813077244,77.19084400707553,store126@delhi.com,9969479157,9 AM - 9 PM,290
127,2,2,28.824121587873012,77.15909976631849,store127@delhi.com,9743923642,9 AM - 9 PM,265
128,2,2,28.644965464992826,77.12786176117989,store128@delhi.com,9880312066,9 AM - 9 PM,423
129,2,2,28.689440138836684,77.07822388949535,store129@delhi.com,9206566531,9 AM - 9 PM,219
130,2,2,28.67721546795068,77.1053979500273,store130@delhi.com,9245375481,9 AM - 9 PM,226
131,2,2,28.688958945694303,77.10038600379636,store131@delhi.com,9111157687,9 AM - 9 PM,54
132,2,2,28.622306760150707,76.99718959088213,store132@delhi.com,9908476743,9 AM - 9 PM,217
133,2,2,28.76300551989994,77.09684634369695,store133@delhi.com,9617245274,9 AM - 9 PM,119
134,2,2,28.66477745092034,77.0353697744257,store134@delhi.com,9372737940,9 AM - 9 PM,444
135,2,2,28.728558308962604,77.09026342294268,store135@delhi.com,9939460238,9 AM - 9 PM,108
136,2,2,28.63975189979418,77.09769423758041,store136@delhi.com,9752865999,9 AM - 9 PM,86
137,2,2,28.669845516020438,77.1302124455968,store137@delhi.com,9506814747,9 AM - 9 PM,155
138,2,2,28.691429286095225,77.08316440642635,store138@delhi.com,9828260480,9 AM - 9 PM,161
139,2,2,28.710156633772893,77.14924513758905,store139@delhi.com,9184984458,9 AM - 9 PM,119
140,2,2,28.71765919720822,77.1312189348218,store140@delhi.com,9391125138,9 AM - 9 PM,287
141,2,2,28.71122796065312,76.96566119778834,store141@delhi.com,9008910930,9 AM - 9 PM,83
142,2,2,28.665759387770304,77.08330300151954,store142@delhi.com,9813449008,9 AM - 9 PM,225
143,2,2,28.709759756069637,77.24867284570973,store143@delhi.com,9836274818,9 AM - 9 PM,499
144,2,2,28.79594676448651,77.18816617762681,store144@delhi.com,9934723525,9 AM - 9 PM,482
145,2,2,28.70757562536091,77.0373505845129,store145@delhi.com,9269669117,9 AM - 9 PM,235
146,2,2,28.703652237119382,77.11556589622262,store146@delhi.com,9359686903,9 AM - 9 PM,232
147,2,2,28.80125500870797,77.11972683489554,store147@delhi.com,9007341995,9 AM - 9 PM,333
148,2,2,28.741942866393845,77.08459438245228,store148@delhi.com,9265636419,9 AM - 9 PM,451
149,2,2,28.674074540570928,77.08326161567629,store149@delhi.com,9479289435,9 AM - 9 PM,269
150,2,2,28.675336643810624,77.10238345933509,store150@delhi.com,9083163550,9 AM - 9 PM,317
151,2,2,28.70949964223896,77.0650416091427,store151@delhi.com,9475354566,9 AM - 9 PM,475
152,2,2,28.589629907800536,77.10865860493071,store152@delhi.com,9407294485,9 AM - 9 PM,390
153,2,2,28.663555934735744,76.99906036233043,store153@delhi.com,9639120080,9 AM - 9 PM,467
154,2,2,28.6462813202443,77.04843826366867,store154@delhi.com,9196925804,9 AM - 9 PM,464
155,2,2,28.691461579943297,77.03906049557261,store155@delhi.com,9633391203,9 AM - 9 PM,73
156,2,2,28.669054038181546,77.17128383280728,store156@delhi.com,9869173273,9 AM - 9 PM,379
157,2,2,28.727709404839796,77.02590872005358,store157@delhi.com,9972681839,9 AM - 9 PM,187
158,2,2,28.594447553602905,77.05349739731221,store158@delhi.com,9588878863,9 AM - 9 PM,99
159,2,2,28.71245377631558,77.15722611088941,store159@delhi.com,9882623504,9 AM - 9 PM,251
160,2,2,28.645336737080488,77.17342904400842,store160@delhi.com,9409293648,9 AM - 9 PM,419
161,2,2,28.699553819874446,77.10695673732009,store161@delhi.com,9835379616,9 AM - 9 PM,474
162,2,2,28.738511548360194,77.08438068965822,store162@delhi.com,9329535072,9 AM - 9 PM,490
163,2,2,28.832810071713315,77.1265370723319,store163@delhi.com,9145779462,9 AM - 9 PM,321
164,2,2,28.623081389743753,77.14780094778385,store164@delhi.com,9234060777,9 AM - 9 PM,239
165,2,2,28.633396304100923,77.08485440851828,store165@delhi.com,9106486434,9 AM - 9 PM,61
166,2,2,28.657252084753082,77.10987087805037,store166@delhi.com,9508844136,9 AM - 9 PM,496
167,2,2,28.65542491852688,77.16772880256694,store167@delhi.com,9875266563,9 AM - 9 PM,445
168,2,2,28.728889078779677,77.00185837073629,store168@delhi.com,9831480211,9 AM - 9 PM,241
169,2,2,28.70147607593496,77.10197484026027,store169@delhi.com,9701400524,9 AM - 9 PM,304
170,2,2,28.60036785325948,77.11937740519262,store170@delhi.com,9881135117,9 AM - 9 PM,59
171,2,2,28.662485213869367,77.04607733920105,store171@delhi.com,9402740159,9 AM - 9 PM,377
172,2,2,28.57523361922236,77.09765690073388,store172@delhi.com,9264236905,9 AM - 9 PM,200
173,2,2,28.705079127666266,77.1428026569973,store173@delhi.com,9210181396,9 AM - 9 PM,423
174,2,2,28.825358708264872,77.12401985623474,store174@delhi.com,9354159555,9 AM - 9 PM,340
175,2,2,28.687053268062332,77.18667194743463,store175@delhi.com,9776054632,9 AM - 9 PM,348
176,2,2,28.785465833315055,77.08678999103073,store176@delhi.com,9960512961,9 AM - 9 PM,92
177,2,2,28.718085282656435,77.116911064533,store177@delhi.com,9444059160,9 AM - 9 PM,262
178,2,2,28.737940076758544,77.01702570546789,store178@delhi.com,9248199588,9 AM - 9 PM,463
179,2,2,28.700128174980428,77.09856727602342,store179@delhi.com,9171811069,9 AM - 9 PM,94
180,2,2,28.735384276777815,77.08485911882991,store180@delhi.com,9856590052,9 AM - 9 PM,130
181,2,2,28.726017920449188,77.1286839927741,store181@delhi.com,9290678663,9 AM - 9 PM,364
182,2,2,28.746697499085293,77.20364556745261,store182@delhi.com,9056775642,9 AM - 9 PM,412
183,2,2,28.675598610043323,77.15040075008876,store183@delhi.com,9238127454,9 AM - 9 PM,295
184,2,2,28.707170096682916,77.13349549693137,store184@delhi.com,9267783949,9 AM - 9 PM,335
185,2,2,28.71205858021058,77.17752876658382,store185@delhi.com,9643611741,9 AM - 9 PM,229
186,2,2,28.709831330466752,77.09359082073675,store186@delhi.com,9602811414,9 AM - 9 PM,64
187,2,2,28.76504650825287,77.16091780945933,store187@delhi.com,9271644801,9 AM - 9 PM,72
188,2,2,28.685973976302456,77.10078579190532,store188@delhi.com,9619059841,9 AM - 9 PM,182
189,2,2,28.57845623458748,77.06923308367014,store189@delhi.com,9430635584,9 AM - 9 PM,108
190,2,2,28.677086415384515,77.10784533069527,store190@delhi.com,9340478211,9 AM - 9 PM,207
191,2,2,28.636929086421443,77.18193943367089,store191@delhi.com,9828927736,9 AM - 9 PM,231
192,2,2,28.739103269951464,77.02413079081774,store192@delhi.com,9395191592,9 AM - 9 PM,135
193,2,2,28.724062606119038,77.23749665363277,store193@delhi.com,9795729136,9 AM - 9 PM,193
194,2,2,28.73255054055051,77.10338188679862,store194@delhi.com,9787422023,9 AM - 9 PM,248
195,2,2,28.783894883026313,77.13713787479087,store195@delhi.com,9161389348,9 AM - 9 PM,175
196,2,2,28.764305151824036,77.15611076849875,store196@delhi.com,9345523433,9 AM - 9 PM,183
197,2,2,28.754631951593517,76.97173619373068,store197@delhi.com,9339515795,9 AM - 9 PM,388
198,2,2,28.738811915970487,77.1872042828576,store198@delhi.com,9392976233,9 AM - 9 PM,433
199,2,2,28.725678459455846,77.1209060628752,store199@delhi.com,9495938849,9 AM - 9 PM,484
200,2,2,28.77007726140852,77.03552341657776,store200@delhi.com,9017732304,9 AM - 9 PM,94
201,4,3,12.91382381268932,77.50306706166354,store201@bangalore.com,9190311258,9 AM - 9 PM,449
202,4,3,12.916554557378333,77.55079246108888,store202@bangalore.com,9144284467,9 AM - 9 PM,146
203,4,3,12.899914496850768,77.64484352555384,store203@bangalore.com,9362500491,9 AM - 9 PM,379
204,4,3,12.879739968580026,77.53749346527114,store204@bangalore.com,9762705564,9 AM - 9 PM,130
205,4,3,12.946704858091666,77.57074226537856,store205@bangalore.com,9541320376,9 AM - 9 PM,78
206,4,3,13.013260865086393,77.56176396629495,store206@bangalore.com,9245124227,9 AM - 9 PM,180
207,4,3,13.034233954158315,77.57366756959402,store207@bangalore.com,9260968188,9 AM - 9 PM,78
208,4,3,13.00126533644043,77.61906281162727,store208@bangalore.com,9019864319,9 AM - 9 PM,312
209,4,3,12.938209067224447,77.61727705490378,store209@bangalore.com,9560149933,9 AM - 9 PM,448
210,4,3,12.944789922514675,77.60050808693941,store210@bangalore.com,9213696210,9 AM - 9 PM,383
211,4,3,13.011381909966445,77.63783832185543,store211@bangalore.com,9090960494,9 AM - 9 PM,365
212,4,3,12.964676367043166,77.59666118666416,store212@bangalore.com,9838117338,9 AM - 9 PM,317
213,4,3,13.035747347830162,77.57450117138414,store213@bangalore.com,9568026715,9 AM - 9 PM,396
214,4,3,13.059481623638126,77.63227602781255,store214@bangalore.com,9184415959,9 AM - 9 PM,185
215,4,3,12.937431044666212,77.55963232100123,store215@bangalore.com,9413032735,9 AM - 9 PM,111
216,4,3,12.969968160429513,77.64180981699715,store216@bangalore.com,9447519540,9 AM - 9 PM,491
217,4,3,12.946546949097954,77.6101751246358,store217@bangalore.com,9113079149,9 AM - 9 PM,161
218,4,3,12.956700891545115,77.55981732267854,store218@bangalore.com,9710926977,9 AM - 9 PM,364
219,4,3,12.952726235312698,77.68445662268374,store219@bangalore.com,9636452194,9 AM - 9 PM,339
220,4,3,13.071836326865657,77.6338011241687,store220@bangalore.com,9184707339,9 AM - 9 PM,388
221,4,3,12.952783124487846,77.6308147262936,store221@bangalore.com,9031774293,9 AM - 9 PM,112
222,4,3,13.042443928919527,77.52428164677859,store222@bangalore.com,9824642292,9 AM - 9 PM,329
223,4,3,13.035753946551615,77.60498381094182,store223@bangalore.com,9352196585,9 AM - 9 PM,93
224,4,3,12.98455318845795,77.59167483661656,store224@bangalore.com,9483199245,9 AM - 9 PM,309
225,4,3,12.970618670912181,77.59673294609621,store225@bangalore.com,9206450584,9 AM - 9 PM,362
226,4,3,12.887042725939194,77.59924916208278,store226@bangalore.com,9737912195,9 AM - 9 PM,364
227,4,3,13.014061655903834,77.61880026577117,store227@bangalore.com,9681385080,9 AM - 9 PM,183
228,4,3,12.964844154795724,77.58928419224029,store228@bangalore.com,9669637097,9 AM - 9 PM,391
229,4,3,13.040883567873793,77.52816680193095,store229@bangalore.com,9784834615,9 AM - 9 PM,274
230,4,3,13.009270998033779,77.63989931246623,store230@bangalore.com,9062260333,9 AM - 9 PM,379
231,4,3,12.990099556645292,77.56418391622442,store231@bangalore.com,9880628518,9 AM - 9 PM,449
232,4,3,13.03952529352139,77.55584943992264,store232@bangalore.com,9202141395,9 AM - 9 PM,98
233,4,3,12.971970694375367,77.62843090966933,store233@bangalore.com,9038646954,9 AM - 9 PM,175
234,4,3,13.017848110620065,77.5643236909379,store234@bangalore.com,9895690635,9 AM - 9 PM,328
235,4,3,12.940607896898541,77.62918753121701,store235@bangalore.com,9467758512,9 AM - 9 PM,363
236,4,3,12.978277927713865,77.59867413738941,store236@bangalore.com,9210026844,9 AM - 9 PM,439
237,4,3,13.041632175992692,77.60792231234464,store237@bangalore.com,9005882628,9 AM - 9 PM,363
238,4,3,12.967958310883091,77.63038672869129,store238@bangalore.com,9497080281,9 AM - 9 PM,277
239,4,3,13.029285827701257,77.59177085238835,store239@bangalore.com,9970652860,9 AM - 9 PM,215
240,4,3,12.975832471499848,77.59655658895767,store240@bangalore.com,9189526936,9 AM - 9 PM,251
241,4,3,12.924442748818903,77.64738303395526,store241@bangalore.com,9355377331,9 AM - 9 PM,216
242,4,3,12.978260632594969,77.65978394270228,store242@bangalore.com,9266185697,9 AM - 9 PM,404
243,4,3,12.971606259391047,77.59209987414498,store243@bangalore.com,9792089801,9 AM - 9 PM,83
244,4,3,12.958527761453235,77.5752686638738,store244@bangalore.com,9186972003,9 AM - 9 PM,50
245,4,3,13.054818510669083,77.57899257455313,store245@bangalore.com,9346047693,9 AM - 9 PM,104
246,4,3,12.940007398039954,77.66432781375657,store246@bangalore.com,9193496484,9 AM - 9 PM,312
247,4,3,12.995639457255585,77.5977753830202,store247@bangalore.com,9438083751,9 AM - 9 PM,386
248,4,3,12.969131721593596,77.59447043627326,store248@bangalore.com,9512739462,9 AM - 9 PM,263
249,4,3,12.983435770403656,77.64259399377154,store249@bangalore.com,9443413522,9 AM - 9 PM,445
250,4,3,12.973521781621608,77.5847637913084,store250@bangalore.com,9011171197,9 AM - 9 PM,305
251,4,3,12.966447744087828,77.67969051877347,store251@bangalore.com,9640941186,9 AM - 9 PM,319
252,4,3,12.883247078367956,77.65393973909434,store252@bangalore.com,9908150217,9 AM - 9 PM,76
253,4,3,12.981786750164394,77.59719717292116,store253@bangalore.com,9543703288,9 AM - 9 PM,237
254,4,3,13.033598049649855,77.53088525371109,store254@bangalore.com,9434069755,9 AM - 9 PM,253
255,4,3,13.022990571249945,77.57136685935737,store255@bangalore.com,9791142571,9 AM - 9 PM,318
256,4,3,12.905526358133718,77.56177119292192,store256@bangalore.com,9856562766,9 AM - 9 PM,389
257,4,3,12.959249177229417,77.68446306924245,store257@bangalore.com,9365954962,9 AM - 9 PM,113
258,4,3,13.048213588476798,77.54614267221662,store258@bangalore.com,9133460034,9 AM - 9 PM,155
259,4,3,12.91897162258125,77.54452993976639,store259@bangalore.com,9506453281,9 AM - 9 PM,434
260,4,3,12.905355373278704,77.55658435222169,store260@bangalore.com,9021016837,9 AM - 9 PM,300
261,4,3,12.942752485901522,77.54383434193088,store261@bangalore.com,9480999706,9 AM - 9 PM,488
262,4,3,12.937790720093076,77.62960423281082,store262@bangalore.com,9062348546,9 AM - 9 PM,54
263,4,3,12.980593121031273,77.61786470598739,store263@bangalore.com,9953124462,9 AM - 9 PM,441
264,4,3,13.007730865072537,77.58318437068401,store264@bangalore.com,9603642199,9 AM - 9 PM,214
265,4,3,13.027175569778558,77.5328240817453,store265@bangalore.com,9070873432,9 AM - 9 PM,200
266,4,3,12.924740742924813,77.6335740572685,store266@bangalore.com,9977513763,9 AM - 9 PM,476
267,4,3,12.978123111261144,77.68244222707524,store267@bangalore.com,9796276777,9 AM - 9 PM,421
268,4,3,12.948703822836388,77.59914377395855,store268@bangalore.com,9446117958,9 AM - 9 PM,62
269,4,3,13.003716632118229,77.68391157121877,store269@bangalore.com,9412545323,9 AM - 9 PM,466
270,4,3,13.061280084560725,77.58287506346427,store270@bangalore.com,9055568041,9 AM - 9 PM,140
271,4,3,12.944177685958234,77.57415104531417,store271@bangalore.com,9384851088,9 AM - 9 PM,275
272,4,3,12.932107864374986,77.67609253160126,store272@bangalore.com,9004839156,9 AM - 9 PM,263
273,4,3,13.000123481153963,77.50275292153474,store273@bangalore.com,9243171689,9 AM - 9 PM,431
274,4,3,12.892608976092937,77.56753552172312,store274@bangalore.com,9899340614,9 AM - 9 PM,397
275,4,3,12.997188607079725,77.53607382229731,store275@bangalore.com,9882983783,9 AM - 9 PM,106
276,4,3,12.972126117816368,77.5440139643063,store276@bangalore.com,9804411859,9 AM - 9 PM,390
277,4,3,12.975582700970978,77.63370273910155,store277@bangalore.com,9347855161,9 AM - 9 PM,218
278,4,3,13.020375583486013,77.6548314727265,store278@bangalore.com,9637319486,9 AM - 9 PM,474
279,4,3,12.896286726325545,77.52009622396268,store279@bangalore.com,9529526054,9 AM - 9 PM,103
