store_id,operator_id,city_id,location_latitude,location_longitude,contact_email,contact_mobile,start_time,end_time,list_of_items,inventory_capacity
81,1,9,20.728853009254816,76.95684848151659,store81@akola.com,9880935023,2024-11-04 09:00:00,2024-11-04 21:00:00,[],125.34726695249292
82,1,9,20.795652593026826,77.02329593373616,store82@akola.com,9178248642,2024-11-04 09:00:00,2024-11-04 21:00:00,[],215.57353307344673
83,1,9,20.757736679479965,76.89248031372613,store83@akola.com,9539555157,2024-11-04 09:00:00,2024-11-04 21:00:00,[],473.4225633949816
84,1,9,20.642246263630227,76.91980783078112,store84@akola.com,9582267284,2024-11-04 09:00:00,2024-11-04 21:00:00,[],488.5760433716768
85,1,9,20.715449794771356,76.99163569889623,store85@akola.com,9602109985,2024-11-04 09:00:00,2024-11-04 21:00:00,[],120.07546207097496
86,1,9,20.63988907909249,77.01977832454607,store86@akola.com,9060964655,2024-11-04 09:00:00,2024-11-04 21:00:00,[],402.8764742001051
87,1,9,20.71457422145218,77.02857093807305,store87@akola.com,9869139317,2024-11-04 09:00:00,2024-11-04 21:00:00,[],203.53730659481613
88,1,9,20.781760522284856,76.90412362058467,store88@akola.com,9716865521,2024-11-04 09:00:00,2024-11-04 21:00:00,[],223.52486835456097
89,1,9,20.79228489249931,76.98673717134209,store89@akola.com,9985285850,2024-11-04 09:00:00,2024-11-04 21:00:00,[],433.727830338834
90,1,9,20.708839008673785,77.00771366763787,store90@akola.com,9945518331,2024-11-04 09:00:00,2024-11-04 21:00:00,[],411.36713573974527
91,1,10,9.5194835332268,76.36345210782075,store91@alappuzha.com,9124374270,2024-11-04 09:00:00,2024-11-04 21:00:00,[],354.02727996262547
92,1,10,9.552204654558809,76.3426149548543,store92@alappuzha.com,9856361629,2024-11-04 09:00:00,2024-11-04 21:00:00,[],335.08311348158463
93,1,10,9.480432913367308,76.35794448458498,store93@alappuzha.com,9721366200,2024-11-04 09:00:00,2024-11-04 21:00:00,[],440.3306913553622
94,1,10,9.658143423225699,76.4230798992062,store94@alappuzha.com,9102895736,2024-11-04 09:00:00,2024-11-04 21:00:00,[],308.27363388089833
95,1,10,9.657548622675948,76.3392640272486,store95@alappuzha.com,9788123403,2024-11-04 09:00:00,2024-11-04 21:00:00,[],314.2071169136649
96,1,10,9.686737734926927,76.30873755536238,store96@alappuzha.com,9860174871,2024-11-04 09:00:00,2024-11-04 21:00:00,[],344.2931047230826
97,1,10,9.437826709249851,76.42068226364985,store97@alappuzha.com,9921428768,2024-11-04 09:00:00,2024-11-04 21:00:00,[],284.06390731658786
98,1,10,9.327450804625546,76.39995462895861,store98@alappuzha.com,9227549189,2024-11-04 09:00:00,2024-11-04 21:00:00,[],162.77226249850384
99,1,10,9.525898704494372,76.30206766792027,store99@alappuzha.com,9756982941,2024-11-04 09:00:00,2024-11-04 21:00:00,[],208.49029179091457
100,1,10,9.480578288413437,76.35715363260067,store100@alappuzha.com,9529685725,2024-11-04 09:00:00,2024-11-04 21:00:00,[],473.0707296526968
101,1,11,28.04226114218069,77.9003875692365,store101@aligarh.com,9786634124,2024-11-04 09:00:00,2024-11-04 21:00:00,[],254.98670536737902
102,1,11,27.892339087357424,78.07523902670762,store102@aligarh.com,9286931707,2024-11-04 09:00:00,2024-11-04 21:00:00,[],375.36534809661254
103,1,11,27.77028507219262,78.16673565901029,store103@aligarh.com,9057051249,2024-11-04 09:00:00,2024-11-04 21:00:00,[],449.650465103438
104,1,11,28.036773489702515,77.94064943090609,store104@aligarh.com,9664862092,2024-11-04 09:00:00,2024-11-04 21:00:00,[],440.245080183104
105,1,11,27.919280976746084,78.1102746206543,store105@aligarh.com,9740012303,2024-11-04 09:00:00,2024-11-04 21:00:00,[],292.2719594185156
106,1,11,27.926872790638637,78.0490708903212,store106@aligarh.com,9401273568,2024-11-04 09:00:00,2024-11-04 21:00:00,[],185.04155994473783
107,1,11,27.75215848701011,77.88265225439713,store107@aligarh.com,9567978907,2024-11-04 09:00:00,2024-11-04 21:00:00,[],450.2669335041946
108,1,11,27.824238178407366,78.06091642118662,store108@aligarh.com,9752911249,2024-11-04 09:00:00,2024-11-04 21:00:00,[],455.9658828913532
109,1,11,27.82039023029077,77.81362920450745,store109@aligarh.com,9205820482,2024-11-04 09:00:00,2024-11-04 21:00:00,[],243.49239833003665
110,1,11,27.71527684751872,77.93706379520937,store110@aligarh.com,9994811366,2024-11-04 09:00:00,2024-11-04 21:00:00,[],353.2983424323214
111,1,12,26.483964601261036,89.52260575841106,store111@alipurduar.com,9368794854,2024-11-04 09:00:00,2024-11-04 21:00:00,[],459.2885949381959
112,1,12,26.516620195013093,89.52265947043989,store112@alipurduar.com,9250310985,2024-11-04 09:00:00,2024-11-04 21:00:00,[],461.19676705167035
113,1,12,26.475881256370478,89.56110248985419,store113@alipurduar.com,9989910320,2024-11-04 09:00:00,2024-11-04 21:00:00,[],283.8802588002343
114,1,12,26.384225962070907,89.48350868174347,store114@alipurduar.com,9434596924,2024-11-04 09:00:00,2024-11-04 21:00:00,[],190.80982550739162
115,1,12,26.536808801877807,89.62946285843218,store115@alipurduar.com,9924719937,2024-11-04 09:00:00,2024-11-04 21:00:00,[],320.318489012757
116,1,12,26.432430333938353,89.54893959142952,store116@alipurduar.com,9212683752,2024-11-04 09:00:00,2024-11-04 21:00:00,[],499.9518075363299
117,1,12,26.472110625621323,89.52058517701842,store117@alipurduar.com,9394792968,2024-11-04 09:00:00,2024-11-04 21:00:00,[],246.0247751737055
118,1,12,26.574345815361742,89.45614976295032,store118@alipurduar.com,9072572201,2024-11-04 09:00:00,2024-11-04 21:00:00,[],474.15738568401247
119,1,12,26.502241643761952,89.4275195986618,store119@alipurduar.com,9671914099,2024-11-04 09:00:00,2024-11-04 21:00:00,[],215.53844219278156
120,1,12,26.50981961665542,89.56065413813255,store120@alipurduar.com,9638410698,2024-11-04 09:00:00,2024-11-04 21:00:00,[],332.5331505450746
121,1,13,25.393266099771473,81.86894724489997,store121@allahabad.com,9580022328,2024-11-04 09:00:00,2024-11-04 21:00:00,[],113.70446055631152
122,1,13,25.39800635112524,81.76553980654772,store122@allahabad.com,9517445193,2024-11-04 09:00:00,2024-11-04 21:00:00,[],155.91772871523713
123,1,13,25.445469431312826,81.88692932666126,store123@allahabad.com,9165842172,2024-11-04 09:00:00,2024-11-04 21:00:00,[],120.34184604584803
124,1,13,25.468635300386076,81.86490445643294,store124@allahabad.com,9963127435,2024-11-04 09:00:00,2024-11-04 21:00:00,[],248.55684572990492
125,1,13,25.42933894374049,81.8608402692884,store125@allahabad.com,9655590470,2024-11-04 09:00:00,2024-11-04 21:00:00,[],221.0027989155567
126,1,13,25.35164137315696,81.86303939819221,store126@allahabad.com,9284053596,2024-11-04 09:00:00,2024-11-04 21:00:00,[],465.059019653077
127,1,13,25.44443445348664,81.84322368487754,store127@allahabad.com,9917871689,2024-11-04 09:00:00,2024-11-04 21:00:00,[],358.9577000024199
128,1,13,25.417262865306448,81.92787636256483,store128@allahabad.com,9402586054,2024-11-04 09:00:00,2024-11-04 21:00:00,[],434.35187603334435
129,1,13,25.444245696648764,81.84438911230254,store129@allahabad.com,9423910788,2024-11-04 09:00:00,2024-11-04 21:00:00,[],149.74415381304448
130,1,13,25.440552001205507,81.87519023296142,store130@allahabad.com,9174020918,2024-11-04 09:00:00,2024-11-04 21:00:00,[],495.85128929914623
131,1,14,27.73673606555575,76.64727627943026,store131@alwar.com,9039816986,2024-11-04 09:00:00,2024-11-04 21:00:00,[],120.87421314462449
132,1,14,27.414795625245358,76.67048479207985,store132@alwar.com,9934148135,2024-11-04 09:00:00,2024-11-04 21:00:00,[],341.79245942061107
133,1,14,27.45641764099345,76.7194103837754,store133@alwar.com,9074219599,2024-11-04 09:00:00,2024-11-04 21:00:00,[],126.47896967002038
134,1,14,27.550388262919938,76.60190392613173,store134@alwar.com,9537220512,2024-11-04 09:00:00,2024-11-04 21:00:00,[],448.6205753400998
135,1,14,27.558959440008184,76.78927574420402,store135@alwar.com,9918144404,2024-11-04 09:00:00,2024-11-04 21:00:00,[],371.2284151756544
136,1,14,27.573440526067042,76.80744969650824,store136@alwar.com,9579977707,2024-11-04 09:00:00,2024-11-04 21:00:00,[],454.59628997610264
137,1,14,27.38371012613416,76.66193226205979,store137@alwar.com,9124532171,2024-11-04 09:00:00,2024-11-04 21:00:00,[],326.6439451290679
138,1,14,27.68237093737858,76.60894181287561,store138@alwar.com,9793297486,2024-11-04 09:00:00,2024-11-04 21:00:00,[],111.74105723940917
139,1,14,27.49946747972922,76.59598930072929,store139@alwar.com,9444850373,2024-11-04 09:00:00,2024-11-04 21:00:00,[],269.41976328886733
140,1,14,27.434963487538198,76.6191169930331,store140@alwar.com,9118237820,2024-11-04 09:00:00,2024-11-04 21:00:00,[],215.2281157814174
141,1,15,30.439712188680943,76.91011783133939,store141@ambala.com,9728845482,2024-11-04 09:00:00,2024-11-04 21:00:00,[],271.02287384210535
142,1,15,30.324296497544925,76.83676542730828,store142@ambala.com,9545853552,2024-11-04 09:00:00,2024-11-04 21:00:00,[],138.67353241302806
143,1,15,30.35764871387948,76.80132835459432,store143@ambala.com,9533981703,2024-11-04 09:00:00,2024-11-04 21:00:00,[],337.3122615565559
144,1,15,30.283174055815476,76.82408606065539,store144@ambala.com,9608903573,2024-11-04 09:00:00,2024-11-04 21:00:00,[],146.82272354682127
145,1,15,30.393582897520513,76.60790101297714,store145@ambala.com,9060036432,2024-11-04 09:00:00,2024-11-04 21:00:00,[],420.6188225272674
146,1,15,30.42032944052583,76.80658209674358,store146@ambala.com,9976192259,2024-11-04 09:00:00,2024-11-04 21:00:00,[],302.5632672377193
147,1,15,30.37208644596492,76.81473748553766,store147@ambala.com,9209606073,2024-11-04 09:00:00,2024-11-04 21:00:00,[],285.49747030344656
148,1,15,30.362723642488206,76.79359994482958,store148@ambala.com,9287226722,2024-11-04 09:00:00,2024-11-04 21:00:00,[],241.88311051369476
149,1,15,30.228494983304785,76.7098393894658,store149@ambala.com,9734597309,2024-11-04 09:00:00,2024-11-04 21:00:00,[],269.1046680259958
150,1,15,30.34173603049892,76.73549656523527,store150@ambala.com,9131634610,2024-11-04 09:00:00,2024-11-04 21:00:00,[],346.36466299251475
151,1,16,20.979707433615832,77.86213635003301,store151@amaravati.com,9565312785,2024-11-04 09:00:00,2024-11-04 21:00:00,[],173.51005422034763
152,1,16,20.9833868456737,77.9443293657791,store152@amaravati.com,9671624473,2024-11-04 09:00:00,2024-11-04 21:00:00,[],261.4230604255248
153,1,16,20.801113976711484,77.62063255753385,store153@amaravati.com,9327410377,2024-11-04 09:00:00,2024-11-04 21:00:00,[],470.53265147949014
154,1,16,20.875395115730363,77.6923807918263,store154@amaravati.com,9776637052,2024-11-04 09:00:00,2024-11-04 21:00:00,[],457.41941639173353
155,1,16,20.895454926976633,77.64189404309744,store155@amaravati.com,9223981419,2024-11-04 09:00:00,2024-11-04 21:00:00,[],129.59029722305468
156,1,16,20.848020376345424,77.57274062472555,store156@amaravati.com,9758323981,2024-11-04 09:00:00,2024-11-04 21:00:00,[],151.52773659753177
157,1,16,20.93934253916213,77.72703787406908,store157@amaravati.com,9223800300,2024-11-04 09:00:00,2024-11-04 21:00:00,[],327.13827760135615
158,1,16,21.00665479583705,77.6710018085808,store158@amaravati.com,9858155144,2024-11-04 09:00:00,2024-11-04 21:00:00,[],268.6121751110847
159,1,16,20.91993514322102,77.54097867063003,store159@amaravati.com,9868682393,2024-11-04 09:00:00,2024-11-04 21:00:00,[],146.34181436741218
160,1,16,20.82743297124461,77.74043459098772,store160@amaravati.com,9681419179,2024-11-04 09:00:00,2024-11-04 21:00:00,[],106.90749278670224
161,1,17,31.635071019726162,74.91257235087441,store161@amritsar.com,9108392066,2024-11-04 09:00:00,2024-11-04 21:00:00,[],466.46083985466606
162,1,17,31.669894679283196,74.82181862431773,store162@amritsar.com,9461130300,2024-11-04 09:00:00,2024-11-04 21:00:00,[],413.26296465160937
163,1,17,31.61951564903019,74.88100419364682,store163@amritsar.com,9743368121,2024-11-04 09:00:00,2024-11-04 21:00:00,[],111.13471602612472
164,1,17,31.65710460467071,74.9248740758905,store164@amritsar.com,9664149079,2024-11-04 09:00:00,2024-11-04 21:00:00,[],452.53923302092824
165,1,17,31.61120129492638,74.88819934554938,store165@amritsar.com,9357390044,2024-11-04 09:00:00,2024-11-04 21:00:00,[],333.96944610288426
166,1,17,31.604726103356914,74.86392756330456,store166@amritsar.com,9858220026,2024-11-04 09:00:00,2024-11-04 21:00:00,[],387.6287319906379
167,1,17,31.581952092531882,74.84494977586102,store167@amritsar.com,9800199683,2024-11-04 09:00:00,2024-11-04 21:00:00,[],327.5018427886155
168,1,17,31.599182104978816,74.9642502388795,store168@amritsar.com,9985546643,2024-11-04 09:00:00,2024-11-04 21:00:00,[],430.10127371531445
169,1,17,31.715998361790266,74.87084266225247,store169@amritsar.com,9859518278,2024-11-04 09:00:00,2024-11-04 21:00:00,[],296.4910441546179
170,1,17,31.703535616026556,74.75933551557375,store170@amritsar.com,9160393833,2024-11-04 09:00:00,2024-11-04 21:00:00,[],376.7623552360634
171,1,18,23.685093989650998,87.0010805862873,store171@asansol.com,9203652758,2024-11-04 09:00:00,2024-11-04 21:00:00,[],102.00551076490628
172,1,18,23.669173946472707,86.98145683703108,store172@asansol.com,9642390490,2024-11-04 09:00:00,2024-11-04 21:00:00,[],326.38419574710895
173,1,18,23.656947451803436,87.0117428326853,store173@asansol.com,9527524503,2024-11-04 09:00:00,2024-11-04 21:00:00,[],350.2707255185567
174,1,18,23.66716365569717,86.98490499617975,store174@asansol.com,9340429475,2024-11-04 09:00:00,2024-11-04 21:00:00,[],300.6291572187535
175,1,18,23.608795415770917,87.07761662593461,store175@asansol.com,9500784317,2024-11-04 09:00:00,2024-11-04 21:00:00,[],370.538228781192
176,1,18,23.642593837485567,86.900913625043,store176@asansol.com,9471897313,2024-11-04 09:00:00,2024-11-04 21:00:00,[],192.01156132047242
177,1,18,23.682791459098464,86.98896090685936,store177@asansol.com,9667461725,2024-11-04 09:00:00,2024-11-04 21:00:00,[],371.20671511240573
178,1,18,23.60511194337218,87.05742881317744,store178@asansol.com,9699822412,2024-11-04 09:00:00,2024-11-04 21:00:00,[],342.55572225345975
179,1,18,23.667670109420406,86.94884890576483,store179@asansol.com,9186718471,2024-11-04 09:00:00,2024-11-04 21:00:00,[],205.42604810521348
180,1,18,23.68266653810638,87.04279518761294,store180@asansol.com,9888326451,2024-11-04 09:00:00,2024-11-04 21:00:00,[],330.17402235627196
181,1,19,19.843106736440706,75.3634280146498,store181@aurangabad.com,9680300338,2024-11-04 09:00:00,2024-11-04 21:00:00,[],194.78174517789694
182,1,19,19.85451313388592,75.33828240511399,store182@aurangabad.com,9720274964,2024-11-04 09:00:00,2024-11-04 21:00:00,[],482.86378755331
183,1,19,19.76100619368265,75.23837751047104,store183@aurangabad.com,9561441674,2024-11-04 09:00:00,2024-11-04 21:00:00,[],376.01179521086294
184,1,19,19.932238664909708,75.32020828553586,store184@aurangabad.com,9571388486,2024-11-04 09:00:00,2024-11-04 21:00:00,[],362.8625640191269
185,1,19,19.815406566202263,75.33665733844887,store185@aurangabad.com,9725828615,2024-11-04 09:00:00,2024-11-04 21:00:00,[],224.4678353049351
186,1,19,19.870455443830128,75.35806360413558,store186@aurangabad.com,9765898238,2024-11-04 09:00:00,2024-11-04 21:00:00,[],209.99231409258033
187,1,19,19.906724653927032,75.35509086759899,store187@aurangabad.com,9473301944,2024-11-04 09:00:00,2024-11-04 21:00:00,[],268.70628172078034
188,1,19,19.868937870441663,75.31922019867407,store188@aurangabad.com,9057279582,2024-11-04 09:00:00,2024-11-04 21:00:00,[],380.6878067033861
189,1,19,19.684243068839525,75.28040716257861,store189@aurangabad.com,9417674545,2024-11-04 09:00:00,2024-11-04 21:00:00,[],236.02383022443064
190,1,19,19.819262131825557,75.32658365925319,store190@aurangabad.com,9201661959,2024-11-04 09:00:00,2024-11-04 21:00:00,[],162.80996917567518
