driver_id,name,latitude,longitude,city_id,vehicle_id,company_id,is_available,max_delivery_radius,pending_orders_count,availability_time
42,Driver_42,29.91881526191942,74.27730657460303,1,42,9,True,28.746487225748403,0,2024-11-04 08:00:00
43,Driver_43,30.2800123412918,74.06427631241291,1,43,10,True,28.746487225748403,0,2024-11-04 08:00:00
44,Driver_44,30.248652675621074,74.37160166691301,1,44,1,True,28.746487225748403,0,2024-11-04 08:00:00
45,Driver_45,30.040075907424036,74.20002305455223,1,45,9,True,28.746487225748403,0,2024-11-04 08:00:00
46,Driver_46,30.067348981602056,74.33919723231666,1,46,1,True,28.746487225748403,0,2024-11-04 08:00:00
47,Driver_47,30.300289032359583,73.95832897505886,1,47,9,True,28.746487225748403,0,2024-11-04 08:00:00
48,Driver_48,30.076231814280508,74.21592704161426,1,48,9,True,28.746487225748403,0,2024-11-04 08:00:00
49,Driver_49,30.231043586809335,74.19603117573261,1,49,1,True,28.746487225748403,0,2024-11-04 08:00:00
50,Driver_50,30.095468650863353,74.22013795069394,1,50,9,True,28.746487225748403,0,2024-11-04 08:00:00
51,Driver_51,30.0556685349843,74.19321370943503,1,1,1,True,28.746487225748403,0,2024-11-04 08:00:00
52,Driver_52,30.197289956252217,74.17326816965019,1,2,10,True,28.746487225748403,0,2024-11-04 08:00:00
53,Driver_53,30.2108693991651,74.10820385977115,1,3,9,True,28.746487225748403,0,2024-11-04 08:00:00
54,Driver_54,30.104002820586352,74.17777627738303,1,4,9,True,28.746487225748403,0,2024-11-04 08:00:00
55,Driver_55,30.25808703061684,74.34567855861282,1,5,9,True,28.746487225748403,0,2024-11-04 08:00:00
56,Driver_56,30.23230404853861,74.47124149336484,1,6,1,True,28.746487225748403,0,2024-11-04 08:00:00
57,Driver_57,30.05242012415019,74.24448396509555,1,7,10,True,28.746487225748403,0,2024-11-04 08:00:00
58,Driver_58,30.11193252774336,73.97416750595956,1,8,1,True,28.746487225748403,0,2024-11-04 08:00:00
59,Driver_59,30.23050813570031,74.1678158593385,1,9,1,True,28.746487225748403,0,2024-11-04 08:00:00
60,Driver_60,30.143372703654578,74.19833783299161,1,10,10,True,28.746487225748403,0,2024-11-04 08:00:00
61,Driver_61,30.22775809127195,74.27188483320182,1,11,1,True,28.746487225748403,0,2024-11-04 08:00:00
62,Driver_62,30.16596680574172,74.18922167032136,1,12,10,True,28.746487225748403,0,2024-11-04 08:00:00
63,Driver_63,30.123868525666758,74.16144308230159,1,13,10,True,28.746487225748403,0,2024-11-04 08:00:00
64,Driver_64,30.205100340397898,73.99280513885759,1,14,1,True,28.746487225748403,0,2024-11-04 08:00:00
65,Driver_65,30.139752073305694,74.2024433247889,1,15,9,True,28.746487225748403,0,2024-11-04 08:00:00
66,Driver_66,30.208970949995102,74.35667177800364,1,16,9,True,28.746487225748403,0,2024-11-04 08:00:00
67,Driver_67,29.947457315654322,74.37428323381428,1,17,1,True,28.746487225748403,0,2024-11-04 08:00:00
68,Driver_68,30.137823283712844,74.18799336891776,1,18,1,True,28.746487225748403,0,2024-11-04 08:00:00
69,Driver_69,30.043530094114384,74.27175135927797,1,19,1,True,28.746487225748403,0,2024-11-04 08:00:00
70,Driver_70,30.275479036486512,74.32948520267533,1,20,10,True,28.746487225748403,0,2024-11-04 08:00:00
71,Driver_71,30.313379473495683,74.33408625442516,1,21,9,True,28.746487225748403,0,2024-11-04 08:00:00
72,Driver_72,30.15066214156568,74.22087348077076,1,22,10,True,28.746487225748403,0,2024-11-04 08:00:00
73,Driver_73,30.05811368696417,74.34792556654632,1,23,10,True,28.746487225748403,0,2024-11-04 08:00:00
74,Driver_74,30.139388277276584,74.18981235835454,1,24,1,True,28.746487225748403,0,2024-11-04 08:00:00
75,Driver_75,30.030488006716745,73.96231803316269,1,25,10,True,28.746487225748403,0,2024-11-04 08:00:00
76,Driver_76,30.17352448454775,74.20705707718625,1,26,9,True,28.746487225748403,0,2024-11-04 08:00:00
77,Driver_77,30.018309745037698,74.2021287272638,1,27,10,True,28.746487225748403,0,2024-11-04 08:00:00
78,Driver_78,30.290698001849286,74.09067601820888,1,28,1,True,28.746487225748403,0,2024-11-04 08:00:00
79,Driver_79,30.28435052207384,74.34391545416436,1,29,1,True,28.746487225748403,0,2024-11-04 08:00:00
80,Driver_80,30.126280242654058,74.11890305907403,1,30,9,True,28.746487225748403,0,2024-11-04 08:00:00
81,Driver_81,30.10696023497534,74.0667086250324,1,31,10,True,28.746487225748403,0,2024-11-04 08:00:00
82,Driver_82,30.196057906838075,74.02657388537833,1,32,1,True,28.746487225748403,0,2024-11-04 08:00:00
83,Driver_83,30.361637086336344,74.18262660193815,1,33,10,True,28.746487225748403,0,2024-11-04 08:00:00
84,Driver_84,30.051818085608065,74.46194251586384,1,34,1,True,28.746487225748403,0,2024-11-04 08:00:00
85,Driver_85,30.204604671285253,74.33671336566543,1,35,9,True,28.746487225748403,0,2024-11-04 08:00:00
86,Driver_86,30.024708638991594,74.26460783562649,1,36,10,True,28.746487225748403,0,2024-11-04 08:00:00
87,Driver_87,30.141027245455067,74.20167548584239,1,37,9,True,28.746487225748403,0,2024-11-04 08:00:00
88,Driver_88,30.187565993829743,74.2666617761013,1,38,9,True,28.746487225748403,0,2024-11-04 08:00:00
89,Driver_89,30.1037002079364,74.11296812848735,1,39,1,True,28.746487225748403,0,2024-11-04 08:00:00
90,Driver_90,30.275098585452938,73.97301908669371,1,40,1,True,28.746487225748403,0,2024-11-04 08:00:00
91,Driver_91,30.21479910353671,74.10502772000609,1,41,9,True,28.746487225748403,0,2024-11-04 08:00:00
92,Driver_92,30.032664348090083,74.28370417387985,1,42,9,True,28.746487225748403,0,2024-11-04 08:00:00
93,Driver_93,30.03871335776084,74.259636561069,1,43,10,True,28.746487225748403,0,2024-11-04 08:00:00
94,Driver_94,29.929316091725767,74.0990715137844,1,44,1,True,28.746487225748403,0,2024-11-04 08:00:00
95,Driver_95,30.11905083481065,74.217220743117,1,45,10,True,28.746487225748403,0,2024-11-04 08:00:00
96,Driver_96,30.07896951613963,74.12639381585012,1,46,10,True,28.746487225748403,0,2024-11-04 08:00:00
97,Driver_97,29.983552281297676,74.33328553675986,1,47,9,True,28.746487225748403,0,2024-11-04 08:00:00
98,Driver_98,30.080788548790057,74.3266757671551,1,48,1,True,28.746487225748403,0,2024-11-04 08:00:00
99,Driver_99,30.089769539674617,74.16753459659837,1,49,9,True,28.746487225748403,0,2024-11-04 08:00:00
100,Driver_100,29.947950135476045,74.20183086906505,1,50,1,True,28.746487225748403,0,2024-11-04 08:00:00
101,Driver_101,30.129087106412687,74.17953504687992,1,1,10,True,28.746487225748403,0,2024-11-04 08:00:00
102,Driver_102,30.16488499822339,74.35016815931492,1,2,1,True,28.746487225748403,0,2024-11-04 08:00:00
103,Driver_103,30.067391480764275,74.15504019000399,1,3,9,True,28.746487225748403,0,2024-11-04 08:00:00
104,Driver_104,30.230300708387336,74.23885501734297,1,4,10,True,28.746487225748403,0,2024-11-04 08:00:00
105,Driver_105,30.08983275676078,74.4182360419858,1,5,9,True,28.746487225748403,0,2024-11-04 08:00:00
106,Driver_106,30.22098196697515,74.23170200367045,1,6,9,True,28.746487225748403,0,2024-11-04 08:00:00
107,Driver_107,30.250837466635407,74.30504668053842,1,7,9,True,28.746487225748403,0,2024-11-04 08:00:00
108,Driver_108,30.212781855634837,74.03365237738323,1,8,9,True,28.746487225748403,0,2024-11-04 08:00:00
109,Driver_109,30.130114572348457,74.34528654801855,1,9,1,True,28.746487225748403,0,2024-11-04 08:00:00
110,Driver_110,30.17161096415064,74.26439990011137,1,10,10,True,28.746487225748403,0,2024-11-04 08:00:00
111,Driver_111,30.323580378370455,74.24273456713813,1,11,1,True,28.746487225748403,0,2024-11-04 08:00:00
112,Driver_112,30.20422930079881,73.94077780274979,1,12,10,True,28.746487225748403,0,2024-11-04 08:00:00
113,Driver_113,30.329943647777256,74.29468073753831,1,13,1,True,28.746487225748403,0,2024-11-04 08:00:00
114,Driver_114,30.18064752856088,74.15280408719862,1,14,10,True,28.746487225748403,0,2024-11-04 08:00:00
115,Driver_115,30.081489652405462,74.11490309159223,1,15,10,True,28.746487225748403,0,2024-11-04 08:00:00
116,Driver_116,30.10523165599614,74.17357137775838,1,16,9,True,28.746487225748403,0,2024-11-04 08:00:00
117,Driver_117,30.2470411312312,74.29730751193233,1,17,1,True,28.746487225748403,0,2024-11-04 08:00:00
118,Driver_118,30.382509997202067,74.16581464277327,1,18,10,True,28.746487225748403,0,2024-11-04 08:00:00
119,Driver_119,30.221031231840264,74.34716396695258,1,19,1,True,28.746487225748403,0,2024-11-04 08:00:00
120,Driver_120,30.152478888830867,74.18228529505235,1,20,1,True,28.746487225748403,0,2024-11-04 08:00:00
121,Driver_121,30.22077432454761,73.96694426267103,1,21,1,True,28.746487225748403,0,2024-11-04 08:00:00
122,Driver_122,30.23814368478212,74.19064691174684,1,22,1,True,28.746487225748403,0,2024-11-04 08:00:00
123,Driver_123,30.30834007168269,74.25193092002856,1,23,9,True,28.746487225748403,0,2024-11-04 08:00:00
124,Driver_124,30.139553285456447,73.99674741850863,1,24,1,True,28.746487225748403,0,2024-11-04 08:00:00
125,Driver_125,30.230891585985614,74.13893071284055,1,25,9,True,28.746487225748403,0,2024-11-04 08:00:00
126,Driver_126,30.099259864355112,74.22601964549133,1,26,1,True,28.746487225748403,0,2024-11-04 08:00:00
127,Driver_127,30.037377242284087,74.31170398427314,1,27,9,True,28.746487225748403,0,2024-11-04 08:00:00
128,Driver_128,30.248255706098366,74.40596446550407,1,28,1,True,28.746487225748403,0,2024-11-04 08:00:00
129,Driver_129,30.045652604234334,73.9775019334167,1,29,9,True,28.746487225748403,0,2024-11-04 08:00:00
130,Driver_130,30.114586358053742,73.98599975697711,1,30,9,True,28.746487225748403,0,2024-11-04 08:00:00
131,Driver_131,30.08582811864651,74.17015246695877,1,31,10,True,28.746487225748403,0,2024-11-04 08:00:00
132,Driver_132,30.065077439636884,74.17982584675165,1,32,9,True,28.746487225748403,0,2024-11-04 08:00:00
133,Driver_133,30.345566350543073,74.18058462737933,1,33,10,True,28.746487225748403,0,2024-11-04 08:00:00
134,Driver_134,29.95160015920992,74.00792132772442,1,34,10,True,28.746487225748403,0,2024-11-04 08:00:00
135,Driver_135,30.07855405156777,74.25873235162341,1,35,10,True,28.746487225748403,0,2024-11-04 08:00:00
136,Driver_136,30.23965775902093,74.45519907957834,1,36,10,True,28.746487225748403,0,2024-11-04 08:00:00
137,Driver_137,29.937594129540358,74.1618059656298,1,37,10,True,28.746487225748403,0,2024-11-04 08:00:00
138,Driver_138,30.075023804155215,74.25919646371098,1,38,10,True,28.746487225748403,0,2024-11-04 08:00:00
139,Driver_139,30.23656056057111,74.33492021923924,1,39,9,True,28.746487225748403,0,2024-11-04 08:00:00
140,Driver_140,30.053750099596062,74.30375993301817,1,40,10,True,28.746487225748403,0,2024-11-04 08:00:00
141,Driver_141,30.06130951250757,74.209620421028,1,41,9,True,28.746487225748403,0,2024-11-04 08:00:00
142,Driver_142,30.13142939095317,73.97423903452037,1,42,10,True,28.746487225748403,0,2024-11-04 08:00:00
143,Driver_143,29.994747746198723,74.10475942274152,1,43,10,True,28.746487225748403,0,2024-11-04 08:00:00
144,Driver_144,30.16553697917895,74.15088676008307,1,44,10,True,28.746487225748403,0,2024-11-04 08:00:00
145,Driver_145,30.22321232297503,74.11524422824034,1,45,9,True,28.746487225748403,0,2024-11-04 08:00:00
146,Driver_146,30.295197379828966,74.32256571615925,1,46,9,True,28.746487225748403,0,2024-11-04 08:00:00
147,Driver_147,30.16948375601789,74.19464921031502,1,47,9,True,28.746487225748403,0,2024-11-04 08:00:00
148,Driver_148,30.24417719808733,74.326734525383,1,48,1,True,28.746487225748403,0,2024-11-04 08:00:00
149,Driver_149,30.154815061642992,74.22908841366967,1,49,9,True,28.746487225748403,0,2024-11-04 08:00:00
150,Driver_150,30.117294792756507,74.17531901982022,1,50,9,True,28.746487225748403,0,2024-11-04 08:00:00
151,Driver_151,29.968679161142312,74.05566724969985,1,1,9,True,28.746487225748403,0,2024-11-04 08:00:00
152,Driver_152,30.07896844176753,74.39535063277982,1,2,1,True,28.746487225748403,0,2024-11-04 08:00:00
153,Driver_153,30.28371429019631,74.02172229188504,1,3,9,True,28.746487225748403,0,2024-11-04 08:00:00
154,Driver_154,30.173656533065394,74.41336292037566,1,4,10,True,28.746487225748403,0,2024-11-04 08:00:00
155,Driver_155,30.069764183893007,74.32042547622324,1,5,9,True,28.746487225748403,0,2024-11-04 08:00:00
156,Driver_156,30.155289977224495,74.1637861768015,1,6,1,True,28.746487225748403,0,2024-11-04 08:00:00
157,Driver_157,30.156369590447625,74.08982001279448,1,7,9,True,28.746487225748403,0,2024-11-04 08:00:00
158,Driver_158,30.035901081322155,74.33021763586572,1,8,9,True,28.746487225748403,0,2024-11-04 08:00:00
159,Driver_159,29.92945682053658,74.07268623059547,1,9,10,True,28.746487225748403,0,2024-11-04 08:00:00
160,Driver_160,30.274996403292434,74.17602658987853,1,10,10,True,28.746487225748403,0,2024-11-04 08:00:00
161,Driver_161,29.948465017618872,74.20047221342418,1,11,10,True,28.746487225748403,0,2024-11-04 08:00:00
162,Driver_162,30.250284644579793,74.17678723632375,1,12,10,True,28.746487225748403,0,2024-11-04 08:00:00
163,Driver_163,30.064182347275292,74.33215711617108,1,13,9,True,28.746487225748403,0,2024-11-04 08:00:00
164,Driver_164,30.07541460937191,74.47773080164197,1,14,1,True,28.746487225748403,0,2024-11-04 08:00:00
165,Driver_165,30.154513337669627,74.22653695026456,1,15,1,True,28.746487225748403,0,2024-11-04 08:00:00
166,Driver_166,30.310193809063396,74.14515001361596,1,16,10,True,28.746487225748403,0,2024-11-04 08:00:00
167,Driver_167,30.29720733178641,74.34518054783442,1,17,9,True,28.746487225748403,0,2024-11-04 08:00:00
168,Driver_168,29.98656395350653,74.17231947882236,1,18,9,True,28.746487225748403,0,2024-11-04 08:00:00
169,Driver_169,30.066446319274636,74.32207258198264,1,19,9,True,28.746487225748403,0,2024-11-04 08:00:00
170,Driver_170,30.100605468441717,74.29210385045836,1,20,10,True,28.746487225748403,0,2024-11-04 08:00:00
171,Driver_171,30.16170701810397,74.14190551591786,1,21,1,True,28.746487225748403,0,2024-11-04 08:00:00
172,Driver_172,29.989145223991176,74.40479367584706,1,22,10,True,28.746487225748403,0,2024-11-04 08:00:00
173,Driver_173,30.088354537854702,74.32652544321579,1,23,9,True,28.746487225748403,0,2024-11-04 08:00:00
174,Driver_174,30.23704947540027,74.18056553255428,1,24,10,True,28.746487225748403,0,2024-11-04 08:00:00
175,Driver_175,30.39005696857444,74.19056160020754,1,25,1,True,28.746487225748403,0,2024-11-04 08:00:00
176,Driver_176,29.981002251497316,74.15392920597976,1,26,10,True,28.746487225748403,0,2024-11-04 08:00:00
177,Driver_177,30.03530644118391,74.45159333613569,1,27,1,True,28.746487225748403,0,2024-11-04 08:00:00
178,Driver_178,30.138014355986922,74.42062957887377,1,28,1,True,28.746487225748403,0,2024-11-04 08:00:00
179,Driver_179,30.32960686410269,74.04925482889625,1,29,9,True,28.746487225748403,0,2024-11-04 08:00:00
180,Driver_180,30.03932560438641,74.03161139858159,1,30,9,True,28.746487225748403,0,2024-11-04 08:00:00
181,Driver_181,30.310732680943428,74.30519567284294,1,31,9,True,28.746487225748403,0,2024-11-04 08:00:00
182,Driver_182,30.011589452040482,74.08530078272301,1,32,10,True,28.746487225748403,0,2024-11-04 08:00:00
183,Driver_183,30.123797573573704,74.21974697420968,1,33,9,True,28.746487225748403,0,2024-11-04 08:00:00
184,Driver_184,30.150898888391733,74.17099076473511,1,34,9,True,28.746487225748403,0,2024-11-04 08:00:00
185,Driver_185,30.182210322871175,74.26288455084452,1,35,9,True,28.746487225748403,0,2024-11-04 08:00:00
186,Driver_186,30.006675521706416,73.96935807385374,1,36,9,True,28.746487225748403,0,2024-11-04 08:00:00
187,Driver_187,30.08511178543472,74.11274162658052,1,37,10,True,28.746487225748403,0,2024-11-04 08:00:00
188,Driver_188,30.31196593833445,74.04836865809712,1,38,9,True,28.746487225748403,0,2024-11-04 08:00:00
189,Driver_189,30.167196875589738,74.22341982071254,1,39,10,True,28.746487225748403,0,2024-11-04 08:00:00
190,Driver_190,30.1751991970437,74.11588625936727,1,40,10,True,28.746487225748403,0,2024-11-04 08:00:00
191,Driver_191,30.0771567055246,74.21734182356958,1,41,10,True,28.746487225748403,0,2024-11-04 08:00:00
192,Driver_192,30.240736504751883,74.14462428230323,1,42,1,True,28.746487225748403,0,2024-11-04 08:00:00
193,Driver_193,30.12600948467696,74.44902674548311,1,43,9,True,28.746487225748403,0,2024-11-04 08:00:00
194,Driver_194,30.08351707500771,74.22502575661035,1,44,10,True,28.746487225748403,0,2024-11-04 08:00:00
195,Driver_195,30.270494392965198,74.44090285756198,1,45,9,True,28.746487225748403,0,2024-11-04 08:00:00
196,Driver_196,30.17765750546937,74.39329264705663,1,46,10,True,28.746487225748403,0,2024-11-04 08:00:00
197,Driver_197,30.08532726520234,74.22360241246494,1,47,1,True,28.746487225748403,0,2024-11-04 08:00:00
198,Driver_198,30.13737706428172,74.1999813375413,1,48,9,True,28.746487225748403,0,2024-11-04 08:00:00
199,Driver_199,30.115347607278377,73.9188455232367,1,49,10,True,28.746487225748403,0,2024-11-04 08:00:00
200,Driver_200,30.215181820232893,74.24125986823292,1,50,9,True,28.746487225748403,0,2024-11-04 08:00:00
201,Driver_201,30.025608326487596,74.11536946562723,1,1,10,True,28.746487225748403,0,2024-11-04 08:00:00
202,Driver_202,30.219230497480062,74.17137929583255,1,2,10,True,28.746487225748403,0,2024-11-04 08:00:00
203,Driver_203,30.083969093596053,74.2074326726103,1,3,9,True,28.746487225748403,0,2024-11-04 08:00:00
204,Driver_204,30.058856539251043,74.01671399539214,1,4,10,True,28.746487225748403,0,2024-11-04 08:00:00
205,Driver_205,30.249570188040174,74.32013665404007,1,5,10,True,28.746487225748403,0,2024-11-04 08:00:00
206,Driver_206,30.09476923024236,74.21092208916015,1,6,10,True,28.746487225748403,0,2024-11-04 08:00:00
207,Driver_207,30.055502336537423,74.24028115078785,1,7,9,True,28.746487225748403,0,2024-11-04 08:00:00
208,Driver_208,30.109011718726574,74.19264867531412,1,8,9,True,28.746487225748403,0,2024-11-04 08:00:00
209,Driver_209,29.957542621997245,74.26296341475327,1,9,9,True,28.746487225748403,0,2024-11-04 08:00:00
210,Driver_210,30.152960797450252,74.19899882455508,1,10,1,True,28.746487225748403,0,2024-11-04 08:00:00
211,Driver_211,30.16662410604844,74.1398958319364,1,11,10,True,28.746487225748403,0,2024-11-04 08:00:00
212,Driver_212,30.163222690869503,74.32035395432469,1,12,10,True,28.746487225748403,0,2024-11-04 08:00:00
213,Driver_213,30.139150052066054,74.29013076254357,1,13,1,True,28.746487225748403,0,2024-11-04 08:00:00
214,Driver_214,30.059724867369567,74.00006260743736,1,14,9,True,28.746487225748403,0,2024-11-04 08:00:00
215,Driver_215,30.23495668809386,74.17455815628767,1,15,9,True,28.746487225748403,0,2024-11-04 08:00:00
216,Driver_216,30.072144231152457,73.93303495855312,1,16,9,True,28.746487225748403,0,2024-11-04 08:00:00
217,Driver_217,30.238784022792174,73.96807964320412,1,17,10,True,28.746487225748403,0,2024-11-04 08:00:00
218,Driver_218,29.954142165866358,74.2641987879632,1,18,10,True,28.746487225748403,0,2024-11-04 08:00:00
219,Driver_219,30.125504120228833,74.02226194369179,1,19,9,True,28.746487225748403,0,2024-11-04 08:00:00
220,Driver_220,30.11813214080581,74.18473236993172,1,20,1,True,28.746487225748403,0,2024-11-04 08:00:00
221,Driver_221,30.27675871403039,74.17676490044435,1,21,1,True,28.746487225748403,0,2024-11-04 08:00:00
222,Driver_222,30.212668959634236,74.21316519260829,1,22,1,True,28.746487225748403,0,2024-11-04 08:00:00
223,Driver_223,30.19135640435366,74.257318448163,1,23,1,True,28.746487225748403,0,2024-11-04 08:00:00
224,Driver_224,30.173021219185248,74.10906700063362,1,24,10,True,28.746487225748403,0,2024-11-04 08:00:00
225,Driver_225,30.36902544427254,74.11265781585824,1,25,1,True,28.746487225748403,0,2024-11-04 08:00:00
226,Driver_226,30.031551354639483,74.30233219969217,1,26,9,True,28.746487225748403,0,2024-11-04 08:00:00
227,Driver_227,30.042357298469692,74.16454529996425,1,27,9,True,28.746487225748403,0,2024-11-04 08:00:00
228,Driver_228,30.13813030748343,74.1587448658151,1,28,10,True,28.746487225748403,0,2024-11-04 08:00:00
229,Driver_229,29.97480484403476,74.1923700391388,1,29,1,True,28.746487225748403,0,2024-11-04 08:00:00
230,Driver_230,30.145534265455805,74.19558926097812,1,30,1,True,28.746487225748403,0,2024-11-04 08:00:00
231,Driver_231,30.26737243591267,74.23692321673175,1,31,9,True,28.746487225748403,0,2024-11-04 08:00:00
232,Driver_232,30.228293947651885,74.05552234502476,1,32,1,True,28.746487225748403,0,2024-11-04 08:00:00
233,Driver_233,30.114218499643865,74.19208560028162,1,33,10,True,28.746487225748403,0,2024-11-04 08:00:00
234,Driver_234,30.14082888944407,74.17520245191108,1,34,9,True,28.746487225748403,0,2024-11-04 08:00:00
235,Driver_235,30.05544015137365,74.00167545417793,1,35,1,True,28.746487225748403,0,2024-11-04 08:00:00
236,Driver_236,30.03956651070388,74.31724808712862,1,36,9,True,28.746487225748403,0,2024-11-04 08:00:00
237,Driver_237,30.01408501125766,74.42945078275817,1,37,10,True,28.746487225748403,0,2024-11-04 08:00:00
238,Driver_238,30.107806177822077,74.25647905414888,1,38,1,True,28.746487225748403,0,2024-11-04 08:00:00
239,Driver_239,29.99962337911945,74.4411458817303,1,39,10,True,28.746487225748403,0,2024-11-04 08:00:00
240,Driver_240,29.92098934299245,74.32820936612409,1,40,1,True,28.746487225748403,0,2024-11-04 08:00:00
241,Driver_241,30.143226937895964,74.14415511764615,1,41,10,True,28.746487225748403,0,2024-11-04 08:00:00
242,Driver_242,29.901698100020596,74.1839542088448,1,42,10,True,28.746487225748403,0,2024-11-04 08:00:00
243,Driver_243,30.031770817589003,73.96027224574479,1,43,9,True,28.746487225748403,0,2024-11-04 08:00:00
244,Driver_244,30.22495695351142,74.39346037239781,1,44,10,True,28.746487225748403,0,2024-11-04 08:00:00
245,Driver_245,30.10111296759435,74.13332528941625,1,45,10,True,28.746487225748403,0,2024-11-04 08:00:00
246,Driver_246,30.275045303383003,74.41767326200574,1,46,1,True,28.746487225748403,0,2024-11-04 08:00:00
247,Driver_247,30.14475322804123,74.20388727879458,1,47,1,True,28.746487225748403,0,2024-11-04 08:00:00
248,Driver_248,30.129772550108953,74.27988627133455,1,48,10,True,28.746487225748403,0,2024-11-04 08:00:00
249,Driver_249,30.391506414277774,74.16794742481876,1,49,1,True,28.746487225748403,0,2024-11-04 08:00:00
250,Driver_250,30.288607838811878,74.05066692584664,1,50,10,True,28.746487225748403,0,2024-11-04 08:00:00
251,Driver_251,30.210509921349338,74.36572675212514,1,1,10,True,28.746487225748403,0,2024-11-04 08:00:00
252,Driver_252,30.233959530926395,74.31304597488071,1,2,10,True,28.746487225748403,0,2024-11-04 08:00:00
