,store_id,operator_id,city_id,location_latitude,location_longitude,contact_email,contact_mobile,start_time,end_time,inventory_capacity
58,9,1,2,19.530740558271283,78.4037980272568,store9@adilabad.com,9166556832,2024-09-26 09:00:00,2024-09-26 21:00:00,1364
59,10,1,2,19.434361393624997,78.15484682203993,store10@adilabad.com,9122269871,2024-09-26 09:00:00,2024-09-26 21:00:00,3137
60,1,1,15,30.402890319526495,76.76795471429372,store1@ambala.com,9875698023,2024-09-26 09:00:00,2024-09-26 21:00:00,1617
61,2,1,15,30.394852059066736,76.81592984986884,store2@ambala.com,9559757063,2024-09-26 09:00:00,2024-09-26 21:00:00,3069
62,3,1,15,30.35273053896829,76.68902688509476,store3@ambala.com,9171673539,2024-09-26 09:00:00,2024-09-26 21:00:00,1010
63,4,1,15,30.372485807919556,76.70091605553938,store4@ambala.com,9141315689,2024-09-26 09:00:00,2024-09-26 21:00:00,4907
64,5,1,15,30.321128302065418,76.89256932151787,store5@ambala.com,9494390610,2024-09-26 09:00:00,2024-09-26 21:00:00,1267
65,6,1,15,30.459010962909055,76.82507547956591,store6@ambala.com,9613505838,2024-09-26 09:00:00,2024-09-26 21:00:00,1662
66,7,1,15,30.322205577710157,76.80892174426853,store7@ambala.com,9333380323,2024-09-26 09:00:00,2024-09-26 21:00:00,1853
67,8,1,15,30.3642202737423,76.80168869080526,store8@ambala.com,9728035712,2024-09-26 09:00:00,2024-09-26 21:00:00,4853
68,9,1,15,30.366774788193343,76.8724245290838,store9@ambala.com,9050446654,2024-09-26 09:00:00,2024-09-26 21:00:00,3015
69,10,1,15,30.40757879477494,76.77805321965165,store10@ambala.com,9692354181,2024-09-26 09:00:00,2024-09-26 21:00:00,3744
70,1,1,18,23.639606316793046,86.89841544528669,store1@asansol.com,9209657297,2024-09-26 09:00:00,2024-09-26 21:00:00,3477
71,2,1,18,23.741695581724223,86.88756421312783,store2@asansol.com,9731501432,2024-09-26 09:00:00,2024-09-26 21:00:00,4489
72,3,1,18,23.683269987290878,86.9874527829586,store3@asansol.com,9528127639,2024-09-26 09:00:00,2024-09-26 21:00:00,4259
73,4,1,18,23.635222557339993,86.86376274944767,store4@asansol.com,9353712981,2024-09-26 09:00:00,2024-09-26 21:00:00,1528
74,5,1,18,23.66364549536351,86.96381987924168,store5@asansol.com,9355278101,2024-09-26 09:00:00,2024-09-26 21:00:00,4359
75,6,1,18,23.77121945055334,86.94654895980105,store6@asansol.com,9052921619,2024-09-26 09:00:00,2024-09-26 21:00:00,2650
76,7,1,18,23.758258031054382,86.90563813681332,store7@asansol.com,9525666067,2024-09-26 09:00:00,2024-09-26 21:00:00,2035
77,8,1,18,23.78994910985202,86.98136972107135,store8@asansol.com,9680179596,2024-09-26 09:00:00,2024-09-26 21:00:00,4744
78,9,1,18,23.68932505448726,86.98081225531077,store9@asansol.com,9016875868,2024-09-26 09:00:00,2024-09-26 21:00:00,2192
79,10,1,18,23.684898503262772,86.96916852543777,store10@asansol.com,9049610209,2024-09-26 09:00:00,2024-09-26 21:00:00,2491
80,1,1,10,9.381428598143279,76.43689095938895,store1@alappuzha.com,9847362527,2024-09-26 09:00:00,2024-09-26 21:00:00,2272
81,2,1,10,9.579837674307225,76.42827641706981,store2@alappuzha.com,9487688369,2024-09-26 09:00:00,2024-09-26 21:00:00,1557
82,3,1,10,9.378612704487114,76.32850369907887,store3@alappuzha.com,9296587828,2024-09-26 09:00:00,2024-09-26 21:00:00,4479
83,4,1,10,9.322478122843574,76.2891275811264,store4@alappuzha.com,9644499469,2024-09-26 09:00:00,2024-09-26 21:00:00,1138
84,5,1,10,9.398095548036967,76.23430886597916,store5@alappuzha.com,9868195996,2024-09-26 09:00:00,2024-09-26 21:00:00,3982
85,6,1,10,9.462938068527237,76.24798541235077,store6@alappuzha.com,9460368889,2024-09-26 09:00:00,2024-09-26 21:00:00,3944
86,7,1,10,9.318948307633672,76.3752583509834,store7@alappuzha.com,9826279387,2024-09-26 09:00:00,2024-09-26 21:00:00,4694
87,8,1,10,9.572918671175909,76.1719873784172,store8@alappuzha.com,9087747284,2024-09-26 09:00:00,2024-09-26 21:00:00,1275
88,9,1,10,9.608914114070071,76.30150511334635,store9@alappuzha.com,9756145509,2024-09-26 09:00:00,2024-09-26 21:00:00,1221
89,10,1,10,9.645425800797025,76.26355038623882,store10@alappuzha.com,9085818157,2024-09-26 09:00:00,2024-09-26 21:00:00,1094
90,1,1,6,23.036138575930188,72.58121602802281,store1@ahmedabad.com,9629712486,2024-09-26 09:00:00,2024-09-26 21:00:00,4966
91,2,1,6,23.08492473100128,72.55017430803157,store2@ahmedabad.com,9884672714,2024-09-26 09:00:00,2024-09-26 21:00:00,1642
92,3,1,6,22.940992174907283,72.59087093089059,store3@ahmedabad.com,9842752399,2024-09-26 09:00:00,2024-09-26 21:00:00,4262
93,4,1,6,23.04560140848752,72.49826223337993,store4@ahmedabad.com,9535959402,2024-09-26 09:00:00,2024-09-26 21:00:00,3961
94,5,1,6,23.006959557022387,72.57221382877688,store5@ahmedabad.com,9953361383,2024-09-26 09:00:00,2024-09-26 21:00:00,4061
95,6,1,6,22.94218911106762,72.61243158094636,store6@ahmedabad.com,9652743494,2024-09-26 09:00:00,2024-09-26 21:00:00,2923
96,7,1,6,22.996585778351072,72.65231895714857,store7@ahmedabad.com,9834306513,2024-09-26 09:00:00,2024-09-26 21:00:00,2996
97,8,1,6,22.99354290583701,72.6740292949905,store8@ahmedabad.com,9086476422,2024-09-26 09:00:00,2024-09-26 21:00:00,3466
98,9,1,6,23.016547256695855,72.6874770815985,store9@ahmedabad.com,9903300924,2024-09-26 09:00:00,2024-09-26 21:00:00,3835
99,10,1,6,22.989517946518625,72.49429216854183,store10@ahmedabad.com,9228622063,2024-09-26 09:00:00,2024-09-26 21:00:00,2586
100,11,2,5,19.08619791605579,74.84782205352933,store11@ahmadnagar.com,9114902895,2024-09-26 09:00:00,2024-09-26 21:00:00,1463
101,12,2,5,18.921249284018295,74.80253338815936,store12@ahmadnagar.com,9367446758,2024-09-26 09:00:00,2024-09-26 21:00:00,4886
102,13,2,5,19.02494985047974,74.6901705747792,store13@ahmadnagar.com,9516578186,2024-09-26 09:00:00,2024-09-26 21:00:00,4691
103,14,2,5,19.114517245429244,74.62593746003974,store14@ahmadnagar.com,9111614748,2024-09-26 09:00:00,2024-09-26 21:00:00,1887
104,15,2,5,19.09265300314037,74.73525633564803,store15@ahmadnagar.com,9436143953,2024-09-26 09:00:00,2024-09-26 21:00:00,2793
105,16,2,5,18.986703360753967,74.851100034309,store16@ahmadnagar.com,9515230495,2024-09-26 09:00:00,2024-09-26 21:00:00,4005
106,17,2,5,19.294132368817277,74.7509268582042,store17@ahmadnagar.com,9139016600,2024-09-26 09:00:00,2024-09-26 21:00:00,1252
107,18,2,5,19.035463614155976,74.71467436026053,store18@ahmadnagar.com,9779311077,2024-09-26 09:00:00,2024-09-26 21:00:00,2183
108,19,2,5,19.142432741443674,74.72200369860481,store19@ahmadnagar.com,9249479753,2024-09-26 09:00:00,2024-09-26 21:00:00,2946
109,20,2,5,19.161288491158608,74.74275707966493,store20@ahmadnagar.com,9024113316,2024-09-26 09:00:00,2024-09-26 21:00:00,4805
110,11,2,12,26.493854922352803,89.5182864127171,store11@alipurduar.com,9594128227,2024-09-26 09:00:00,2024-09-26 21:00:00,1168
111,12,2,12,26.528116406707564,89.6032442781826,store12@alipurduar.com,9359740774,2024-09-26 09:00:00,2024-09-26 21:00:00,3274
112,13,2,12,26.465832393618715,89.57553597151797,store13@alipurduar.com,9511282094,2024-09-26 09:00:00,2024-09-26 21:00:00,3102
113,14,2,12,26.44525020556714,89.56237080535364,store14@alipurduar.com,9201996604,2024-09-26 09:00:00,2024-09-26 21:00:00,4541
114,15,2,12,26.48636538407156,89.51878353162238,store15@alipurduar.com,9066248444,2024-09-26 09:00:00,2024-09-26 21:00:00,2501
115,16,2,12,26.506811733078763,89.63005536255625,store16@alipurduar.com,9668341184,2024-09-26 09:00:00,2024-09-26 21:00:00,2960
116,17,2,12,26.406148624784315,89.56322789538314,store17@alipurduar.com,9427102509,2024-09-26 09:00:00,2024-09-26 21:00:00,1762
117,18,2,12,26.474753048116057,89.41807982812729,store18@alipurduar.com,9392278426,2024-09-26 09:00:00,2024-09-26 21:00:00,4987
118,19,2,12,26.401141966684843,89.4858716969975,store19@alipurduar.com,9985029160,2024-09-26 09:00:00,2024-09-26 21:00:00,3656
119,20,2,12,26.452922885796923,89.46106783461128,store20@alipurduar.com,9674238730,2024-09-26 09:00:00,2024-09-26 21:00:00,2052
120,11,2,11,27.95809176482976,78.07982961978611,store11@aligarh.com,9785394472,2024-09-26 09:00:00,2024-09-26 21:00:00,4151
121,12,2,11,27.88149817650895,78.07609417570751,store12@aligarh.com,9534405565,2024-09-26 09:00:00,2024-09-26 21:00:00,4744
122,13,2,11,27.862265862991833,78.08029681982508,store13@aligarh.com,9158155269,2024-09-26 09:00:00,2024-09-26 21:00:00,4447
123,14,2,11,27.876695978556562,78.07877758398539,store14@aligarh.com,9346680337,2024-09-26 09:00:00,2024-09-26 21:00:00,4997
124,15,2,11,27.836704584614914,78.02927051454542,store15@aligarh.com,9671625062,2024-09-26 09:00:00,2024-09-26 21:00:00,2092
125,16,2,11,27.88526448751209,78.14180760882431,store16@aligarh.com,9941803536,2024-09-26 09:00:00,2024-09-26 21:00:00,4270
126,17,2,11,27.857141104660126,78.02374000612039,store17@aligarh.com,9020088662,2024-09-26 09:00:00,2024-09-26 21:00:00,3412
127,18,2,11,27.895226688887778,78.0875592286505,store18@aligarh.com,9483284343,2024-09-26 09:00:00,2024-09-26 21:00:00,1804
128,19,2,11,27.941681064888385,78.07139118816538,store19@aligarh.com,9134583134,2024-09-26 09:00:00,2024-09-26 21:00:00,3551
129,20,2,11,27.871502895049737,78.10871425194058,store20@aligarh.com,9392979739,2024-09-26 09:00:00,2024-09-26 21:00:00,2017
130,11,2,8,26.4690307831805,74.61968027227877,store11@ajmer.com,9562746402,2024-09-26 09:00:00,2024-09-26 21:00:00,2484
131,12,2,8,26.497458689469887,74.58601926725865,store12@ajmer.com,9876957898,2024-09-26 09:00:00,2024-09-26 21:00:00,4436
132,13,2,8,26.316006706971326,74.77896735288348,store13@ajmer.com,9881223284,2024-09-26 09:00:00,2024-09-26 21:00:00,2310
133,14,2,8,26.453857930795106,74.64126263453734,store14@ajmer.com,9872171026,2024-09-26 09:00:00,2024-09-26 21:00:00,2928
134,15,2,8,26.557564287555554,74.63057364579059,store15@ajmer.com,9809588075,2024-09-26 09:00:00,2024-09-26 21:00:00,1701
135,16,2,8,26.366200022311798,74.46342709413145,store16@ajmer.com,9087836206,2024-09-26 09:00:00,2024-09-26 21:00:00,1326
136,17,2,8,26.470350946966494,74.67071666005867,store17@ajmer.com,9851698498,2024-09-26 09:00:00,2024-09-26 21:00:00,4470
137,18,2,8,26.352009430612934,74.6339869355639,store18@ajmer.com,9789395189,2024-09-26 09:00:00,2024-09-26 21:00:00,2987
138,19,2,8,26.444175690919334,74.65372260137522,store19@ajmer.com,9521030503,2024-09-26 09:00:00,2024-09-26 21:00:00,4958
139,20,2,8,26.44336772047165,74.7030898622352,store20@ajmer.com,9527843877,2024-09-26 09:00:00,2024-09-26 21:00:00,3476
140,11,2,13,25.502909144396096,81.90802182440164,store11@allahabad.com,9481957279,2024-09-26 09:00:00,2024-09-26 21:00:00,3336
141,12,2,13,25.443215942354552,81.83047342801373,store12@allahabad.com,9416346144,2024-09-26 09:00:00,2024-09-26 21:00:00,3671
142,13,2,13,25.398222307708007,81.8326229689631,store13@allahabad.com,9174096995,2024-09-26 09:00:00,2024-09-26 21:00:00,2729
143,14,2,13,25.447202106190385,81.77857804694463,store14@allahabad.com,9520952102,2024-09-26 09:00:00,2024-09-26 21:00:00,2528
144,15,2,13,25.419985198857656,81.80896860186466,store15@allahabad.com,9912629578,2024-09-26 09:00:00,2024-09-26 21:00:00,1163
145,16,2,13,25.388852420126454,81.93060911678216,store16@allahabad.com,9752178554,2024-09-26 09:00:00,2024-09-26 21:00:00,2000
146,17,2,13,25.490776872535747,81.81329625242851,store17@allahabad.com,9346565620,2024-09-26 09:00:00,2024-09-26 21:00:00,2677
147,18,2,13,25.380438660469025,81.89681334483224,store18@allahabad.com,9445160282,2024-09-26 09:00:00,2024-09-26 21:00:00,2551
148,19,2,13,25.46065322852476,81.79876590433423,store19@allahabad.com,9162546445,2024-09-26 09:00:00,2024-09-26 21:00:00,2991
149,20,2,13,25.454624097068457,81.82147061059081,store20@allahabad.com,9389192891,2024-09-26 09:00:00,2024-09-26 21:00:00,3852
150,11,2,22,28.831011198698363,79.01179771713306,store11@bamanpuri.com,9516568390,2024-09-26 09:00:00,2024-09-26 21:00:00,4664
151,12,2,22,28.78140212610036,79.12966116194661,store12@bamanpuri.com,9310317394,2024-09-26 09:00:00,2024-09-26 21:00:00,2300
152,13,2,22,28.861582847783055,78.98393886735111,store13@bamanpuri.com,9370357633,2024-09-26 09:00:00,2024-09-26 21:00:00,4386
153,14,2,22,28.693317651398917,78.98068007965902,store14@bamanpuri.com,9948802618,2024-09-26 09:00:00,2024-09-26 21:00:00,2403
154,15,2,22,28.810320663396897,79.01945606583953,store15@bamanpuri.com,9420888526,2024-09-26 09:00:00,2024-09-26 21:00:00,2949
155,16,2,22,28.802866849717496,79.13531451397881,store16@bamanpuri.com,9194144935,2024-09-26 09:00:00,2024-09-26 21:00:00,1802
156,17,2,22,28.781778171001186,79.09867888426237,store17@bamanpuri.com,9899139086,2024-09-26 09:00:00,2024-09-26 21:00:00,4908
157,18,2,22,28.775354722305085,79.06485618887291,store18@bamanpuri.com,9146703200,2024-09-26 09:00:00,2024-09-26 21:00:00,4838
158,19,2,22,28.817151636344736,79.01544752001934,store19@bamanpuri.com,9168981337,2024-09-26 09:00:00,2024-09-26 21:00:00,3400
159,20,2,22,28.733641348123225,79.0135451852951,store20@bamanpuri.com,9004756991,2024-09-26 09:00:00,2024-09-26 21:00:00,4054
160,11,2,21,25.82305457649598,80.81523071720336,store11@bakshpur.com,9325443559,2024-09-26 09:00:00,2024-09-26 21:00:00,1515
161,12,2,21,25.932040114666766,80.80949926742912,store12@bakshpur.com,9883698220,2024-09-26 09:00:00,2024-09-26 21:00:00,2430
162,13,2,21,25.903257900755357,80.8890629338343,store13@bakshpur.com,9960842948,2024-09-26 09:00:00,2024-09-26 21:00:00,1708
163,14,2,21,25.89525986255258,80.72198660760499,store14@bakshpur.com,9457165521,2024-09-26 09:00:00,2024-09-26 21:00:00,2810
164,15,2,21,25.869865165081688,80.7828612109784,store15@bakshpur.com,9126124959,2024-09-26 09:00:00,2024-09-26 21:00:00,3588
165,16,2,21,25.91465114390119,80.80489500536017,store16@bakshpur.com,9136955996,2024-09-26 09:00:00,2024-09-26 21:00:00,4570
166,17,2,21,25.886382167116032,80.87712558111504,store17@bakshpur.com,9327805019,2024-09-26 09:00:00,2024-09-26 21:00:00,3025
167,18,2,21,25.96088514525939,80.70593932037733,store18@bakshpur.com,9507395391,2024-09-26 09:00:00,2024-09-26 21:00:00,4696
168,19,2,21,25.94549268454607,80.78419972926845,store19@bakshpur.com,9956777309,2024-09-26 09:00:00,2024-09-26 21:00:00,2006
169,20,2,21,25.88381472534619,80.83046561453764,store20@bakshpur.com,9275996631,2024-09-26 09:00:00,2024-09-26 21:00:00,2280
170,11,2,2,19.420012457473405,78.28320028281411,store11@adilabad.com,9290580324,2024-09-26 09:00:00,2024-09-26 21:00:00,3041
171,12,2,2,19.464899947697276,78.24232883245966,store12@adilabad.com,9844520997,2024-09-26 09:00:00,2024-09-26 21:00:00,3725
172,13,2,2,19.330574524633914,78.24464045368109,store13@adilabad.com,9920072567,2024-09-26 09:00:00,2024-09-26 21:00:00,2851
173,14,2,2,19.474185803596246,78.33462370317308,store14@adilabad.com,9997274976,2024-09-26 09:00:00,2024-09-26 21:00:00,3318
174,15,2,2,19.413675858429592,78.34097372793148,store15@adilabad.com,9776494420,2024-09-26 09:00:00,2024-09-26 21:00:00,2200
175,16,2,2,19.48411511153612,78.21450189349905,store16@adilabad.com,9805062367,2024-09-26 09:00:00,2024-09-26 21:00:00,1670
176,17,2,2,19.424953837793318,78.28014001804843,store17@adilabad.com,9894973359,2024-09-26 09:00:00,2024-09-26 21:00:00,4754
177,18,2,2,19.342478603127415,78.33507730309732,store18@adilabad.com,9795568266,2024-09-26 09:00:00,2024-09-26 21:00:00,3788
178,19,2,2,19.38363300908024,78.33358957070257,store19@adilabad.com,9757032909,2024-09-26 09:00:00,2024-09-26 21:00:00,2493
179,20,2,2,19.455424428290563,78.37242156529906,store20@adilabad.com,9401814742,2024-09-26 09:00:00,2024-09-26 21:00:00,4335
180,11,2,9,20.699537595852103,77.10378416578317,store11@akola.com,9960427015,2024-09-26 09:00:00,2024-09-26 21:00:00,4314
181,12,2,9,20.623098578334375,77.16722515143101,store12@akola.com,9233465134,2024-09-26 09:00:00,2024-09-26 21:00:00,2221
182,13,2,9,20.683891617691962,76.95113021753679,store13@akola.com,9895914814,2024-09-26 09:00:00,2024-09-26 21:00:00,1759
183,14,2,9,20.86084941219936,77.0831609212257,store14@akola.com,9156017889,2024-09-26 09:00:00,2024-09-26 21:00:00,4422
184,15,2,9,20.87902293843548,76.96708415372187,store15@akola.com,9424364548,2024-09-26 09:00:00,2024-09-26 21:00:00,1647
185,16,2,9,20.73413361694385,77.09081496957576,store16@akola.com,9673634759,2024-09-26 09:00:00,2024-09-26 21:00:00,1605
186,17,2,9,20.592789565093998,77.1331185814362,store17@akola.com,9368219777,2024-09-26 09:00:00,2024-09-26 21:00:00,2759
187,18,2,9,20.694981713021598,76.95534315521127,store18@akola.com,9724284310,2024-09-26 09:00:00,2024-09-26 21:00:00,3708
188,19,2,9,20.833298236498116,76.9529074747299,store19@akola.com,9403778452,2024-09-26 09:00:00,2024-09-26 21:00:00,1102
189,20,2,9,20.737966557941824,76.93665025238849,store20@akola.com,9348926470,2024-09-26 09:00:00,2024-09-26 21:00:00,4902
190,11,2,3,23.841517384647375,91.29332724586422,store11@agartala.com,9446350910,2024-09-26 09:00:00,2024-09-26 21:00:00,4817
191,12,2,3,23.758556229796124,91.27066153555127,store12@agartala.com,9808954303,2024-09-26 09:00:00,2024-09-26 21:00:00,2683
192,13,2,3,23.858350508927384,91.28577874659332,store13@agartala.com,9191878105,2024-09-26 09:00:00,2024-09-26 21:00:00,2550
193,14,2,3,23.87339412919728,91.30772903248608,store14@agartala.com,9049538352,2024-09-26 09:00:00,2024-09-26 21:00:00,3549
194,15,2,3,23.824794319191213,91.43919155018932,store15@agartala.com,9171054954,2024-09-26 09:00:00,2024-09-26 21:00:00,3095
195,16,2,3,23.918835582213685,91.32189357738919,store16@agartala.com,9988603074,2024-09-26 09:00:00,2024-09-26 21:00:00,2908
196,17,2,3,23.817982744007402,91.24431106327066,store17@agartala.com,9178869035,2024-09-26 09:00:00,2024-09-26 21:00:00,2442
197,18,2,3,23.787294886359277,91.37399840946689,store18@agartala.com,9691164338,2024-09-26 09:00:00,2024-09-26 21:00:00,1904
198,19,2,3,23.74652677758641,91.27310155540101,store19@agartala.com,9162158848,2024-09-26 09:00:00,2024-09-26 21:00:00,2785
199,20,2,3,23.772124918504,91.33396223542829,store20@agartala.com,9470278205,2024-09-26 09:00:00,2024-09-26 21:00:00,3045
200,21,3,11,27.903274803434787,78.16320457012641,store21@aligarh.com,9736720714,2024-09-26 09:00:00,2024-09-26 21:00:00,3976
201,22,3,11,27.884602435360005,78.07018856970396,store22@aligarh.com,9919088963,2024-09-26 09:00:00,2024-09-26 21:00:00,2820
202,23,3,11,27.93608365498372,78.07331188582809,store23@aligarh.com,9080798810,2024-09-26 09:00:00,2024-09-26 21:00:00,3960
