Request_id,Customer_id,company_id,operator_id,store_id,Delivery_latitude,Delivery_longitude,Delivery_city_id,Delivery_address,items_in_this_request,Request_placing_time
32,32,4,1,1454,19.402566630642355,78.31129545840334,2,Address_32,"[(5, 18), (3, 8), (1, 16), (2, 3), (2, 19), (5, 19)]",2024-11-04 09:00:00
33,33,6,9,2171,19.477605320212145,78.23856063792151,2,Address_33,"[(5, 15), (4, 5), (1, 7), (4, 9), (1, 7)]",2024-11-04 09:00:00
34,34,3,9,492,19.411125527517466,78.36557282601001,2,Address_34,"[(1, 6), (2, 16), (2, 4), (5, 18)]",2024-11-04 09:00:00
35,35,3,3,740,19.444630646948244,78.21103575714989,2,Address_35,"[(2, 4)]",2024-11-04 09:00:00
36,36,6,3,253,19.407346156303312,78.52439414680268,2,Address_36,"[(3, 14), (3, 15), (3, 20)]",2024-11-04 09:00:00
37,37,3,4,2175,19.551208919877823,78.20669322466308,2,Address_37,"[(3, 9), (4, 20), (5, 3), (2, 7), (1, 7)]",2024-11-04 09:00:00
38,38,5,1,2175,19.440404765858922,78.4865133126698,2,Address_38,"[(1, 17), (1, 8)]",2024-11-04 09:00:00
39,39,4,5,976,19.30832856407786,78.17956002709073,2,Address_39,"[(4, 13)]",2024-11-04 09:00:00
40,40,6,10,1217,19.29646737350486,78.29722517688009,2,Address_40,"[(1, 4)]",2024-11-04 09:00:00
41,41,4,8,1696,19.194490816076744,78.26106866956532,2,Address_41,"[(1, 14), (3, 2)]",2024-11-04 09:00:00
42,42,3,4,494,19.311130289663133,78.3816980338381,2,Address_42,"[(3, 4), (5, 5)]",2024-11-04 09:00:00
43,43,3,10,1940,19.527536654442333,78.49430863923136,2,Address_43,"[(1, 18), (4, 16), (3, 13), (5, 1), (4, 1), (4, 19)]",2024-11-04 09:00:00
44,44,4,7,1698,19.54939215244596,78.19781882689013,2,Address_44,"[(5, 19)]",2024-11-04 09:00:00
45,45,3,3,11,19.400404068664894,78.30883277085901,2,Address_45,"[(5, 4), (5, 3), (4, 19), (4, 19), (5, 16)]",2024-11-04 09:00:00
46,46,6,9,1695,19.405157757114402,78.30881225784759,2,Address_46,"[(1, 9), (5, 6), (5, 9), (2, 6), (2, 4)]",2024-11-04 09:00:00
47,47,6,5,1935,19.36261260058154,78.08934465917748,2,Address_47,"[(5, 17), (4, 11), (3, 9), (5, 10), (2, 14), (5, 17)]",2024-11-04 09:00:00
48,48,3,6,499,19.351891240612588,78.40999962396909,2,Address_48,"[(4, 15), (5, 14), (3, 4), (1, 6), (2, 16), (4, 6)]",2024-11-04 09:00:00
49,49,4,9,735,19.546266483743175,78.37968879563356,2,Address_49,"[(4, 10), (5, 13)]",2024-11-04 09:00:00
50,50,4,10,1211,19.461519327577147,78.37362745369089,2,Address_50,"[(3, 3), (1, 19)]",2024-11-04 09:00:00
51,51,3,2,1691,19.388888234422552,78.31578579723765,2,Address_51,"[(3, 17), (1, 9), (3, 17), (3, 8)]",2024-11-04 09:00:00
52,52,4,10,731,19.468090161543763,78.13781439831317,2,Address_52,"[(3, 6), (5, 12), (5, 7), (4, 13), (4, 4)]",2024-11-04 09:00:00
53,53,4,7,735,19.521888107729065,78.230924877309,2,Address_53,"[(2, 17), (1, 6), (4, 11)]",2024-11-04 09:00:00
54,54,5,9,976,19.497438477070528,78.37128726178236,2,Address_54,"[(2, 14), (1, 15)]",2024-11-04 09:00:00
55,55,4,8,1455,19.390512590671932,78.37644530844968,2,Address_55,"[(3, 15), (3, 3), (1, 19), (3, 18)]",2024-11-04 09:00:00
56,56,4,5,1454,19.466933799568285,78.49798294609607,2,Address_56,"[(3, 4), (2, 14)]",2024-11-04 09:00:00
57,57,5,8,257,19.30554210116784,78.31743531895772,2,Address_57,"[(5, 10), (3, 8)]",2024-11-04 09:00:00
58,58,4,1,253,19.435404761632768,78.4703804310061,2,Address_58,"[(4, 11), (1, 5)]",2024-11-04 09:00:00
59,59,5,9,1936,19.26162492570379,78.32456879252445,2,Address_59,"[(2, 4)]",2024-11-04 09:00:00
60,60,3,9,19,19.310690171230373,78.31576239889388,2,Address_60,"[(2, 19), (2, 11)]",2024-11-04 09:00:00
61,61,3,8,1701,23.953652738791895,91.17292650685802,3,Address_61,"[(2, 14)]",2024-11-04 09:00:00
62,62,1,1,1950,23.873947133807214,91.2879266653392,3,Address_62,"[(2, 19), (2, 3), (4, 4), (2, 14), (4, 11)]",2024-11-04 09:00:00
63,63,3,3,988,23.81488267562287,91.25175312878429,3,Address_63,"[(4, 15), (4, 6)]",2024-11-04 09:00:00
64,64,9,2,2187,23.927568515875866,91.46923205213783,3,Address_64,"[(2, 1), (2, 2), (5, 15), (3, 12)]",2024-11-04 09:00:00
65,65,5,2,28,23.76677911933884,91.4682234784591,3,Address_65,"[(3, 4), (1, 10), (1, 2), (3, 18), (1, 18), (1, 12)]",2024-11-04 09:00:00
66,66,2,3,2182,23.836018524366988,91.2904238664248,3,Address_66,"[(1, 3), (4, 10)]",2024-11-04 09:00:00
67,67,9,8,2181,23.812254024947975,91.10355226605198,3,Address_67,"[(5, 18), (3, 9), (1, 9), (1, 17), (2, 15)]",2024-11-04 09:00:00
68,68,3,9,23,23.766128630538347,91.20162854256992,3,Address_68,"[(5, 5), (1, 1), (3, 9), (3, 16), (4, 9)]",2024-11-04 09:00:00
69,69,9,2,984,23.852180190434876,91.21971020589395,3,Address_69,"[(4, 11), (4, 14), (4, 18)]",2024-11-04 09:00:00
70,70,1,1,1466,23.81001316558741,91.2906037138106,3,Address_70,"[(4, 13), (4, 5), (1, 20), (2, 9), (2, 7)]",2024-11-04 09:00:00
71,71,9,4,2186,23.823011326220765,91.28242594810898,3,Address_71,"[(4, 2), (3, 9), (3, 3), (4, 11)]",2024-11-04 09:00:00
72,72,1,7,1708,23.87993173421132,91.27286773586836,3,Address_72,"[(3, 8), (2, 13), (5, 7), (5, 13), (1, 19), (3, 20)]",2024-11-04 09:00:00
73,73,2,10,1464,23.80901397383548,91.26318033121369,3,Address_73,"[(3, 14), (1, 8), (1, 10)]",2024-11-04 09:00:00
74,74,9,7,988,23.74103334929783,91.28753911853508,3,Address_74,"[(4, 2), (5, 19), (1, 8), (4, 7)]",2024-11-04 09:00:00
75,75,9,3,1707,23.84184909469476,91.43082266396513,3,Address_75,"[(2, 16)]",2024-11-04 09:00:00
76,76,9,2,1707,23.979663825898218,91.3169705873399,3,Address_76,"[(5, 13), (2, 20), (2, 8), (4, 13)]",2024-11-04 09:00:00
77,77,5,7,2183,23.87974956413707,91.48834395145116,3,Address_77,"[(3, 8), (3, 5), (2, 5)]",2024-11-04 09:00:00
78,78,9,10,1462,23.807438000667055,91.30526983677733,3,Address_78,"[(3, 3), (1, 5), (3, 3), (5, 4), (5, 10), (3, 5)]",2024-11-04 09:00:00
79,79,3,5,982,23.869962716052093,91.22469796233733,3,Address_79,"[(2, 12)]",2024-11-04 09:00:00
80,80,9,10,1948,24.02157942853868,91.22244518582518,3,Address_80,"[(4, 18)]",2024-11-04 09:00:00
81,81,8,10,1950,23.746031841699576,91.27628799083045,3,Address_81,"[(3, 11)]",2024-11-04 09:00:00
82,82,9,3,743,23.84678641897868,91.27691257790498,3,Address_82,"[(4, 9), (3, 7)]",2024-11-04 09:00:00
83,83,8,9,1705,23.827786624311234,91.4686544601927,3,Address_83,"[(4, 14), (1, 10), (4, 8), (5, 3), (1, 11), (3, 3)]",2024-11-04 09:00:00
84,84,3,3,2183,23.715957274922356,91.32270731426384,3,Address_84,"[(2, 18), (2, 17), (3, 19), (3, 19), (5, 14), (2, 18)]",2024-11-04 09:00:00
85,85,8,2,1706,23.879355234289754,91.27846172739221,3,Address_85,"[(3, 3), (3, 2), (2, 8), (1, 9), (2, 12), (4, 2)]",2024-11-04 09:00:00
86,86,2,9,2187,23.82418121911652,91.20053212181257,3,Address_86,"[(4, 5), (2, 17), (2, 12), (4, 15), (1, 12)]",2024-11-04 09:00:00
87,87,6,4,1950,23.74850779111101,91.2352135706971,3,Address_87,"[(2, 4), (3, 2), (2, 14), (2, 20), (1, 4)]",2024-11-04 09:00:00
88,88,1,4,21,23.889184961056074,91.29496044584118,3,Address_88,"[(5, 17), (2, 10), (1, 2)]",2024-11-04 09:00:00
89,89,3,3,26,23.95699678835962,91.30863158459327,3,Address_89,"[(2, 8), (5, 20)]",2024-11-04 09:00:00
90,90,2,9,990,23.803385821611815,91.2556365782172,3,Address_90,"[(4, 1), (2, 3), (5, 16), (2, 19), (4, 13), (5, 18)]",2024-11-04 09:00:00
91,91,2,4,279,27.143548935968937,77.89366535418617,4,Address_91,"[(1, 15)]",2024-11-04 09:00:00
92,92,2,5,37,27.143917564667,78.00471965834926,4,Address_92,"[(1, 3), (3, 3)]",2024-11-04 09:00:00
93,93,10,8,40,27.199675372199128,78.03226292712192,4,Address_93,"[(1, 17), (4, 9)]",2024-11-04 09:00:00
94,94,10,2,996,27.209915807984927,78.01567916073442,4,Address_94,"[(2, 12), (2, 4), (1, 9)]",2024-11-04 09:00:00
95,95,2,1,1952,27.1236026406587,78.00326198098084,4,Address_95,"[(1, 15), (5, 14)]",2024-11-04 09:00:00
96,96,2,10,1960,27.216302959558273,78.04236554543078,4,Address_96,"[(1, 15), (3, 8)]",2024-11-04 09:00:00
97,97,10,9,2195,27.135677991386252,77.9668364921101,4,Address_97,"[(1, 15), (1, 13)]",2024-11-04 09:00:00
98,98,10,8,34,27.171579529490373,78.00325497458763,4,Address_98,"[(2, 9), (4, 2), (1, 10)]",2024-11-04 09:00:00
99,99,2,7,37,27.198524870834323,78.07099270533853,4,Address_99,"[(1, 16), (1, 14), (5, 9)]",2024-11-04 09:00:00
100,100,10,9,1475,27.14447160736382,78.02915456519463,4,Address_100,"[(2, 6)]",2024-11-04 09:00:00
101,101,10,4,1951,27.1948556532713,78.0190414680509,4,Address_101,"[(1, 4)]",2024-11-04 09:00:00
102,102,2,3,1235,27.165355429580462,77.99636075395988,4,Address_102,"[(5, 11)]",2024-11-04 09:00:00
103,103,2,6,273,27.11905892682561,77.9910893526512,4,Address_103,"[(2, 15)]",2024-11-04 09:00:00
104,104,2,5,516,27.11634931876857,78.00013931747307,4,Address_104,"[(2, 3), (2, 17)]",2024-11-04 09:00:00
105,105,2,5,2199,27.175792755690157,78.08476457669164,4,Address_105,"[(2, 3), (2, 11), (2, 12)]",2024-11-04 09:00:00
106,106,3,9,519,27.16547520931409,78.04353606729939,4,Address_106,"[(5, 16), (5, 9), (2, 18), (3, 9), (3, 17), (4, 2)]",2024-11-04 09:00:00
107,107,10,5,760,27.182022315709883,78.01901688421448,4,Address_107,"[(1, 11), (3, 12), (3, 6), (5, 16), (4, 8), (3, 5)]",2024-11-04 09:00:00
108,108,2,10,2197,27.201383745926606,78.00474129374692,4,Address_108,"[(3, 5), (1, 20), (4, 11), (2, 2), (4, 4), (3, 14)]",2024-11-04 09:00:00
109,109,9,4,754,27.18856565689452,78.00213927754115,4,Address_109,"[(4, 15)]",2024-11-04 09:00:00
110,110,9,6,1240,27.15400894647281,77.97729645003113,4,Address_110,"[(5, 14), (5, 20), (5, 7), (3, 6)]",2024-11-04 09:00:00
111,111,2,3,758,27.156337972938037,78.03360667516397,4,Address_111,"[(4, 12), (5, 6)]",2024-11-04 09:00:00
112,112,2,2,517,27.190422371729028,78.09667378301192,4,Address_112,"[(2, 18), (3, 14), (1, 20)]",2024-11-04 09:00:00
113,113,9,4,1000,27.182727459643367,77.99933921533405,4,Address_113,"[(2, 7), (3, 14), (2, 16), (2, 1), (1, 15), (5, 12)]",2024-11-04 09:00:00
114,114,3,3,995,27.132889411292055,78.06152327616844,4,Address_114,"[(3, 3), (3, 20), (3, 12), (5, 14)]",2024-11-04 09:00:00
115,115,10,1,516,27.103101668790558,77.98808491464928,4,Address_115,"[(2, 1), (4, 9), (2, 8), (1, 11), (5, 16)]",2024-11-04 09:00:00
116,116,2,5,1716,27.17178102485062,78.00355472817044,4,Address_116,"[(5, 19), (4, 12), (3, 9), (2, 5), (5, 1), (3, 3)]",2024-11-04 09:00:00
117,117,2,5,36,27.167916066405486,78.03183758505376,4,Address_117,"[(2, 5), (3, 16), (4, 5), (4, 10)]",2024-11-04 09:00:00
118,118,2,2,37,27.214152263039004,78.02898044885707,4,Address_118,"[(2, 20), (5, 15), (2, 19), (5, 11), (1, 12), (5, 18)]",2024-11-04 09:00:00
119,119,9,2,1233,27.22481285556515,77.9890621327782,4,Address_119,"[(1, 2), (1, 19), (1, 2), (4, 19), (2, 4), (4, 6)]",2024-11-04 09:00:00
120,120,10,10,279,27.165702029164198,78.0286162091542,4,Address_120,"[(4, 10)]",2024-11-04 09:00:00
121,121,5,1,527,19.04320942593607,74.67968828376851,5,Address_121,"[(5, 1), (3, 17)]",2024-11-04 09:00:00
122,122,4,1,1965,19.060409666720336,74.72026013102715,5,Address_122,"[(3, 12), (3, 18), (3, 19), (1, 12)]",2024-11-04 09:00:00
123,123,6,6,762,19.094861831260854,74.73860638588371,5,Address_123,"[(4, 9), (4, 20), (5, 16), (5, 4), (4, 15), (2, 12)]",2024-11-04 09:00:00
124,124,10,4,1005,19.056534687954912,74.76144157058003,5,Address_124,"[(2, 9), (3, 10)]",2024-11-04 09:00:00
125,125,5,2,1248,19.09964302518492,74.78046898962148,5,Address_125,"[(4, 15)]",2024-11-04 09:00:00
126,126,10,9,1006,19.072768038497625,74.75644866149386,5,Address_126,"[(1, 12), (2, 2), (1, 19), (3, 19)]",2024-11-04 09:00:00
127,127,10,7,285,19.04117884186115,74.77077390041988,5,Address_127,"[(3, 10)]",2024-11-04 09:00:00
128,128,10,9,1001,19.093930777600644,74.7175254442324,5,Address_128,"[(2, 2), (3, 11), (4, 7)]",2024-11-04 09:00:00
129,129,4,5,1490,19.064390524444697,74.78104761274612,5,Address_129,"[(2, 1)]",2024-11-04 09:00:00
130,130,7,4,1001,19.093825754455352,74.73702487414927,5,Address_130,"[(1, 1), (5, 2), (2, 9)]",2024-11-04 09:00:00
131,131,4,6,281,19.100042056571432,74.7082194361277,5,Address_131,"[(4, 15), (5, 8), (2, 2), (2, 1)]",2024-11-04 09:00:00
132,132,4,9,49,19.097929641847905,74.72200711105417,5,Address_132,"[(1, 18), (4, 17), (4, 7), (3, 7), (4, 9)]",2024-11-04 09:00:00
133,133,10,6,1961,19.10469083298636,74.7334188105652,5,Address_133,"[(4, 19), (5, 15), (3, 15)]",2024-11-04 09:00:00
134,134,5,9,1724,19.036298636051033,74.6763725667996,5,Address_134,"[(5, 13)]",2024-11-04 09:00:00
135,135,7,1,1481,19.193506072506114,74.7694283620402,5,Address_135,"[(5, 20), (2, 3), (1, 18), (3, 4), (3, 19)]",2024-11-04 09:00:00
136,136,6,1,1486,19.031128683760155,74.68753893365795,5,Address_136,"[(4, 4), (5, 17), (3, 10)]",2024-11-04 09:00:00
137,137,4,8,1721,19.018483123100882,74.67366987705385,5,Address_137,"[(1, 1), (3, 6), (5, 13), (1, 18), (2, 5), (4, 10)]",2024-11-04 09:00:00
138,138,4,5,1001,19.102487016406442,74.74154886563038,5,Address_138,"[(1, 10), (5, 18), (3, 9), (5, 9), (2, 19)]",2024-11-04 09:00:00
139,139,4,4,1489,18.998394494813613,74.7614383010107,5,Address_139,"[(5, 19), (2, 16), (5, 16), (3, 5)]",2024-11-04 09:00:00
140,140,5,5,1727,19.105979849311932,74.66350330129939,5,Address_140,"[(1, 6), (5, 5), (3, 17), (3, 4), (3, 20)]",2024-11-04 09:00:00
141,141,4,10,526,19.190286907441102,74.75042719404415,5,Address_141,"[(1, 3), (5, 6), (2, 10)]",2024-11-04 09:00:00
142,142,10,6,1485,19.130595900828414,74.78807647378014,5,Address_142,"[(3, 12), (3, 19), (5, 19), (1, 18), (2, 8)]",2024-11-04 09:00:00
143,143,7,6,1969,19.085199845762013,74.73847922675915,5,Address_143,"[(4, 2)]",2024-11-04 09:00:00
144,144,4,10,769,19.175481875066957,74.70344784029662,5,Address_144,"[(3, 9), (4, 13), (1, 5), (5, 18), (3, 15)]",2024-11-04 09:00:00
145,145,5,5,1006,19.116045748455907,74.74260306737538,5,Address_145,"[(4, 18), (5, 17), (5, 15), (5, 9), (3, 14), (5, 19)]",2024-11-04 09:00:00
146,146,10,1,1002,19.088016373066207,74.73526038545185,5,Address_146,"[(5, 7), (4, 12), (5, 12), (4, 15), (5, 4)]",2024-11-04 09:00:00
147,147,4,10,2204,19.084352363826625,74.77506355831314,5,Address_147,"[(5, 4), (5, 16), (2, 17), (2, 9), (3, 8), (2, 3)]",2024-11-04 09:00:00
148,148,7,1,1481,19.096840744993198,74.75059468791046,5,Address_148,"[(3, 11)]",2024-11-04 09:00:00
149,149,6,3,284,19.02441724578445,74.70942124352001,5,Address_149,"[(2, 16), (5, 8)]",2024-11-04 09:00:00
150,150,5,4,2209,19.09474788977552,74.73895986456333,5,Address_150,"[(3, 20), (3, 7)]",2024-11-04 09:00:00
151,151,8,7,1977,23.06521012887039,72.64381408740385,6,Address_151,"[(4, 6)]",2024-11-04 09:00:00
152,152,9,1,2215,23.057157683093266,72.49686229052274,6,Address_152,"[(2, 15), (2, 16), (5, 14), (2, 3), (1, 6)]",2024-11-04 09:00:00
153,153,7,8,1494,23.04533091305858,72.55173656585376,6,Address_153,"[(4, 5)]",2024-11-04 09:00:00
154,154,9,2,533,22.96016552647979,72.53408052367342,6,Address_154,"[(4, 12)]",2024-11-04 09:00:00
155,155,6,9,776,23.00473455253849,72.59126099420101,6,Address_155,"[(2, 6), (2, 5), (5, 2), (3, 15), (2, 7), (2, 1)]",2024-11-04 09:00:00
156,156,6,7,2216,23.096017059310622,72.65331828216162,6,Address_156,"[(3, 12), (4, 4), (3, 5), (3, 16), (5, 18)]",2024-11-04 09:00:00
157,157,1,2,1731,23.04199848061255,72.61883103894229,6,Address_157,"[(3, 12), (3, 3), (5, 16), (5, 1)]",2024-11-04 09:00:00
158,158,6,4,1012,22.982635967486207,72.55299436017602,6,Address_158,"[(1, 11), (3, 16), (3, 7), (1, 5)]",2024-11-04 09:00:00
159,159,7,1,1016,23.011630342291447,72.55093384725275,6,Address_159,"[(4, 15), (4, 9), (1, 18)]",2024-11-04 09:00:00
160,160,8,10,1971,23.031154043208506,72.66268670029666,6,Address_160,"[(2, 1)]",2024-11-04 09:00:00
161,161,6,2,57,23.16818080861958,72.60818801286437,6,Address_161,"[(5, 4), (4, 19), (4, 7), (5, 6), (1, 17), (5, 12)]",2024-11-04 09:00:00
162,162,1,4,1256,22.897250155164713,72.60544719391433,6,Address_162,"[(5, 15), (3, 19), (4, 10), (5, 2), (2, 19)]",2024-11-04 09:00:00
163,163,3,6,1259,22.977077470123547,72.43380211346471,6,Address_163,"[(2, 13), (2, 6), (5, 5), (1, 17), (3, 19)]",2024-11-04 09:00:00
164,164,1,5,1979,23.120160714591634,72.71413561275311,6,Address_164,"[(4, 1), (5, 3), (1, 10)]",2024-11-04 09:00:00
165,165,8,4,2213,23.019704952779556,72.66057353581535,6,Address_165,"[(2, 8), (1, 7), (3, 19), (1, 7), (4, 14), (4, 3)]",2024-11-04 09:00:00
166,166,7,4,779,22.993744193109354,72.51869878955637,6,Address_166,"[(1, 19), (1, 15)]",2024-11-04 09:00:00
167,167,9,5,1499,22.986513298595415,72.5494320446527,6,Address_167,"[(2, 10), (4, 12)]",2024-11-04 09:00:00
168,168,9,3,1251,23.101831748413307,72.5039757221985,6,Address_168,"[(1, 12)]",2024-11-04 09:00:00
169,169,7,5,1495,22.98607831131252,72.56551792764792,6,Address_169,"[(1, 14), (1, 15), (2, 13), (1, 9), (3, 1), (5, 12)]",2024-11-04 09:00:00
170,170,6,8,1973,23.106497651879028,72.54229253043835,6,Address_170,"[(3, 19), (2, 7), (2, 16)]",2024-11-04 09:00:00
171,171,3,8,1257,23.062152327362373,72.60593229516125,6,Address_171,"[(1, 11)]",2024-11-04 09:00:00
172,172,3,6,57,22.978933616568085,72.73002593176632,6,Address_172,"[(1, 14), (4, 14), (4, 7), (4, 14), (2, 14), (5, 7)]",2024-11-04 09:00:00
173,173,7,7,1260,23.045381905909196,72.53369003595932,6,Address_173,"[(1, 18), (2, 2)]",2024-11-04 09:00:00
174,174,3,3,1017,23.117377707223273,72.48851682954378,6,Address_174,"[(5, 1)]",2024-11-04 09:00:00
175,175,6,6,1737,23.03165801867567,72.74306511348829,6,Address_175,"[(5, 6), (2, 13), (5, 4), (4, 2), (3, 16), (1, 4)]",2024-11-04 09:00:00
176,176,9,10,775,22.949801783807057,72.62945751927505,6,Address_176,"[(4, 17), (3, 9)]",2024-11-04 09:00:00
177,177,7,3,51,23.02766977492374,72.66655832268495,6,Address_177,"[(5, 18), (3, 10)]",2024-11-04 09:00:00
178,178,7,6,1735,22.96069716781663,72.61833823501287,6,Address_178,"[(1, 11), (5, 2)]",2024-11-04 09:00:00
179,179,7,10,532,23.002121616967596,72.60350871360959,6,Address_179,"[(4, 12), (1, 20), (4, 12), (5, 19), (2, 3)]",2024-11-04 09:00:00
180,180,1,1,56,22.96127054831696,72.59705733583823,6,Address_180,"[(2, 13), (1, 10), (1, 5)]",2024-11-04 09:00:00
181,181,6,2,1268,23.730961526370024,92.70635212590216,7,Address_181,"[(3, 20), (3, 8), (4, 5), (2, 13), (3, 8)]",2024-11-04 09:00:00
182,182,8,9,1263,23.80568667962666,92.7060281587963,7,Address_182,"[(4, 7), (4, 18), (1, 5), (3, 18), (2, 13)]",2024-11-04 09:00:00
183,183,1,10,2228,23.815917799547638,92.71327517915971,7,Address_183,"[(3, 16), (5, 14), (5, 18), (2, 11)]",2024-11-04 09:00:00
184,184,10,10,1510,23.785700316971607,92.72262166314744,7,Address_184,"[(5, 12), (4, 13), (5, 9)]",2024-11-04 09:00:00
185,185,5,3,70,23.901384171521343,92.69934439834299,7,Address_185,"[(4, 12), (2, 3), (3, 16)]",2024-11-04 09:00:00
186,186,7,9,2222,23.71200290223876,92.73211205000526,7,Address_186,"[(3, 7), (5, 10), (5, 19), (2, 13)]",2024-11-04 09:00:00
187,187,1,2,1262,23.889047570733613,92.58513451009497,7,Address_187,"[(4, 20)]",2024-11-04 09:00:00
188,188,10,7,547,23.69698096646032,92.59259915931791,7,Address_188,"[(5, 2), (3, 5)]",2024-11-04 09:00:00
189,189,7,10,1748,23.53091305183435,92.59479115533415,7,Address_189,"[(2, 8), (5, 5), (1, 9), (5, 17), (1, 3), (4, 3)]",2024-11-04 09:00:00
190,190,6,8,305,23.622783286211103,92.83519830713279,7,Address_190,"[(5, 2), (2, 3), (4, 20), (4, 5), (4, 19)]",2024-11-04 09:00:00
191,191,8,6,544,23.55273378821804,92.83987731203678,7,Address_191,"[(2, 15)]",2024-11-04 09:00:00
192,192,5,4,788,23.62533302075986,92.72902271876531,7,Address_192,"[(4, 18), (5, 16), (4, 7), (4, 20), (5, 12), (3, 19)]",2024-11-04 09:00:00
193,193,2,6,1988,23.677481919341773,92.7195416602493,7,Address_193,"[(5, 8), (5, 18), (5, 10), (3, 15)]",2024-11-04 09:00:00
194,194,2,8,1503,23.938446758612542,92.70127062835053,7,Address_194,"[(3, 6), (3, 17), (5, 1), (4, 11), (2, 19), (5, 6)]",2024-11-04 09:00:00
